,0,1,2
0,0.52,0.48,0.00
1,0.63,0.32,0.05
2,0.73,0.27,
3,0.46,0.20,0.34
4,0.74,0.16,0.10
5,0.69,0.12,0.20
6,0.09,0.50,0.41
7,0.90,0.00,0.09
8,0.89,0.09,0.02
9,0.48,0.45,0.07
10,1.00,,
11,0.90,0.10,
12,0.18,0.81,0.01
13,1.00,,
14,0.09,0.88,0.03
15,1.00,,
16,0.68,0.27,0.05
17,0.18,0.10,0.72
18,0.57,0.43,
19,1.00,,
20,0.30,0.70,
21,0.47,0.53,
22,1.00,,
23,0.33,0.63,0.04
24,0.33,0.11,0.56
25,0.26,0.49,0.25
26,0.16,0.59,0.25
27,0.74,0.01,0.25
28,0.26,0.18,0.56
29,1.00,,
30,0.82,0.14,0.04
31,0.12,0.07,0.81
32,0.76,0.24,
33,0.21,0.59,0.20
34,0.24,0.19,0.57
35,1.00,,
36,0.30,0.66,0.04
37,0.68,0.28,0.04
38,0.60,0.24,0.16
39,0.69,0.31,
40,1.00,,
41,0.99,0.01,
42,0.73,0.12,0.15
43,1.00,,
44,0.10,0.33,0.57
45,0.97,0.03,
46,0.32,0.67,0.01
47,0.38,0.60,0.02
48,0.77,0.23,
49,0.53,0.45,0.02
50,0.26,0.34,0.41
51,0.49,0.11,0.40
52,0.99,0.01,
53,0.67,0.22,0.12
54,0.53,0.00,0.47
55,0.63,0.37,
56,0.77,0.10,0.14
57,0.49,0.43,0.08
58,0.96,0.04,
59,0.75,0.21,0.03
60,0.54,0.19,0.27
61,0.33,0.18,0.50
62,1.00,,
63,0.99,0.01,
64,0.89,0.10,0.01
65,0.31,0.50,0.19
66,1.00,,
67,0.33,0.66,0.01
68,0.48,0.17,0.34
69,0.87,0.13,
70,0.03,0.67,0.30
71,0.10,0.90,
72,0.50,0.43,0.06
73,0.48,0.42,0.11
74,0.33,0.27,0.40
75,0.62,0.11,0.27
76,0.41,0.59,
77,0.39,0.17,0.44
78,0.23,0.36,0.41
79,0.75,0.25,
80,0.13,0.58,0.29
81,0.28,0.44,0.28
82,0.37,0.10,0.54
83,0.34,0.56,0.10
84,1.00,,
85,1.00,,
86,0.81,0.13,0.05
87,0.75,0.24,0.01
88,0.60,0.24,0.16
89,0.36,0.12,0.52
90,0.97,0.03,
91,0.66,0.10,0.24
92,0.39,0.16,0.45
93,0.37,0.17,0.46
94,1.00,0.00,
95,0.99,0.01,
96,0.19,0.61,0.20
97,0.24,0.51,0.25
98,0.56,0.40,0.04
99,0.95,0.05,
100,0.05,0.09,0.86
101,1.00,,
102,0.87,0.13,
103,0.31,0.58,0.11
104,0.44,0.39,0.17
105,1.00,,
106,0.33,0.65,0.03
107,0.39,0.51,0.10
108,0.41,0.11,0.49
109,0.30,0.65,0.05
110,0.17,0.12,0.71
111,0.39,0.16,0.46
112,1.00,,
113,0.11,0.67,0.22
114,0.64,0.36,0.00
115,0.68,0.08,0.24
116,0.28,0.38,0.33
117,0.64,0.15,0.21
118,0.49,0.35,0.15
119,0.05,0.78,0.17
120,0.02,0.66,0.32
121,0.18,0.53,0.29
122,0.99,0.01,
123,0.73,0.23,0.04
124,0.26,0.48,0.26
125,0.51,0.46,0.04
126,0.58,0.42,
127,0.37,0.55,0.08
128,0.57,0.40,0.03
129,0.51,0.29,0.20
130,1.00,,
131,0.39,0.39,0.22
132,0.66,0.11,0.23
133,0.27,0.30,0.43
134,0.14,0.01,0.85
135,1.00,,
136,0.43,0.33,0.24
137,0.55,0.42,0.03
138,0.92,0.09,
139,0.98,0.02,
140,0.83,0.17,0.00
141,0.80,0.20,
142,0.39,0.61,
143,0.24,0.76,
144,0.56,0.44,
145,0.47,0.38,0.15
146,0.42,0.53,0.05
147,0.83,0.10,0.07
148,0.39,0.04,0.57
149,0.44,0.45,0.11
150,0.63,0.37,
151,0.75,0.23,0.02
