,0,1,2
0,0.36,0.33,0.32
1,0.45,0.36,0.19
2,0.39,0.57,0.04
3,0.53,0.34,0.13
4,0.13,0.84,0.03
5,0.23,0.62,0.15
6,0.22,0.14,0.64
7,0.30,0.68,0.02
8,0.92,0.05,0.03
9,0.35,0.19,0.46
10,0.89,0.12,
11,0.56,0.43,0.01
12,0.09,0.84,0.07
13,0.43,0.57,
14,0.17,0.18,0.65
15,0.57,0.43,0.00
16,0.42,0.29,0.29
17,0.79,0.17,0.03
18,0.34,0.45,0.21
19,0.31,0.69,
20,0.37,0.38,0.25
21,0.30,0.43,0.27
22,0.80,0.20,
23,0.34,0.37,0.29
24,0.19,0.24,0.57
25,0.11,0.75,0.14
26,0.10,0.23,0.67
27,0.48,0.26,0.25
28,0.48,0.10,0.42
29,0.61,0.39,
30,0.27,0.30,0.43
31,0.10,0.21,0.69
32,0.73,0.07,0.19
33,0.39,0.14,0.47
34,0.50,0.34,0.16
35,0.36,0.64,
36,0.43,0.41,0.16
37,0.61,0.23,0.16
38,0.50,0.31,0.19
39,0.57,0.43,0.00
40,0.64,0.36,
41,0.60,0.40,
42,0.72,0.18,0.10
43,0.81,0.19,
44,0.17,0.76,0.06
45,0.63,0.34,0.03
46,0.61,0.30,0.09
47,0.26,0.12,0.62
48,0.74,0.18,0.08
49,0.41,0.47,0.12
50,0.25,0.21,0.54
51,0.21,0.56,0.23
52,0.55,0.45,
53,0.35,0.38,0.27
54,0.60,0.19,0.21
55,0.36,0.53,0.12
56,0.28,0.23,0.49
57,0.22,0.58,0.20
58,0.36,0.64,
59,0.01,0.73,0.26
60,0.15,0.62,0.23
61,0.17,0.16,0.67
62,0.57,0.43,
63,0.90,0.09,0.02
64,0.49,0.51,
65,0.31,0.39,0.30
66,0.35,0.65,
67,0.62,0.30,0.08
68,0.55,0.38,0.07
69,0.70,0.29,0.01
70,0.31,0.65,0.04
71,0.92,0.05,0.03
72,0.46,0.37,0.17
73,0.61,0.32,0.07
74,0.31,0.61,0.08
75,0.35,0.42,0.23
76,0.20,0.60,0.20
77,0.28,0.18,0.54
78,0.30,0.25,0.45
79,0.14,0.80,0.05
80,0.44,0.45,0.11
81,0.28,0.23,0.49
82,0.55,0.10,0.35
83,0.42,0.32,0.26
84,0.77,0.23,
85,0.27,0.73,
86,0.42,0.15,0.43
87,0.58,0.36,0.06
88,0.39,0.35,0.26
89,0.55,0.07,0.39
90,0.44,0.50,0.06
91,0.13,0.29,0.58
92,0.34,0.28,0.38
93,0.28,0.50,0.22
94,0.02,0.69,0.28
95,0.80,0.20,
96,0.39,0.16,0.45
97,0.32,0.24,0.44
98,0.18,0.65,0.16
99,0.65,0.35,0.00
100,0.26,0.74,0.00
101,0.68,0.32,0.00
102,0.30,0.70,
103,0.43,0.36,0.21
104,0.29,0.41,0.29
105,0.90,0.10,
106,0.13,0.61,0.26
107,0.60,0.29,0.11
108,0.30,0.14,0.56
109,0.33,0.34,0.33
110,0.08,0.09,0.83
111,0.07,0.60,0.34
112,0.46,0.54,
113,0.22,0.71,0.07
114,0.66,0.22,0.12
115,0.19,0.19,0.62
116,0.31,0.36,0.33
117,0.54,0.18,0.28
118,0.58,0.30,0.12
119,0.72,0.12,0.15
120,0.05,0.28,0.67
121,0.10,0.81,0.09
122,0.64,0.31,0.05
123,0.16,0.05,0.79
124,0.42,0.25,0.33
125,0.40,0.34,0.27
126,0.31,0.45,0.24
127,0.43,0.15,0.42
128,0.45,0.49,0.06
129,0.66,0.20,0.14
130,0.89,0.11,
131,0.49,0.36,0.15
132,0.60,0.28,0.13
133,0.11,0.32,0.58
134,0.92,0.04,0.04
135,0.77,0.23,
136,0.40,0.40,0.19
137,0.18,0.09,0.73
138,0.42,0.56,0.02
139,0.43,0.54,0.03
140,0.63,0.29,0.09
141,0.47,0.48,0.06
142,0.35,0.53,0.13
143,0.17,0.69,0.15
144,0.50,0.48,0.02
145,0.53,0.36,0.11
146,0.60,0.20,0.20
147,0.62,0.29,0.08
148,0.77,0.19,0.04
149,0.37,0.26,0.37
150,0.39,0.54,0.07
151,0.21,0.77,0.02
152,0.17,0.57,0.26
153,0.41,0.36,0.23
