,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.340,2.590,0.519,0.217,0.109,0.179,0.389,2.159
1,1.223,2.538,0.408,0.224,0.153,0.314,0.398,1.661
2,0.875,3.180,0.331,0.179,0.153,0.592,0.320,1.965
3,1.524,2.996,0.351,0.230,0.114,0.885,0.524,1.539
4,0.879,3.002,0.380,0.216,0.127,0.975,0.474,2.096
5,0.514,1.664,0.548,0.175,0.169,0.133,0.435,2.458
6,1.254,1.365,0.468,0.149,0.117,0.757,0.374,1.645
7,1.413,2.856,0.544,0.238,0.176,0.139,0.330,0.820
8,1.020,2.474,0.340,0.211,0.147,1.268,0.483,1.329
9,1.323,1.537,0.319,0.217,0.106,0.144,0.424,0.838
10,1.325,1.576,0.398,0.185,0.232,0.136,0.404,1.769
11,1.465,1.441,0.395,0.176,0.140,0.169,0.345,1.319
12,1.315,2.620,0.303,0.249,0.145,0.201,0.342,2.141
13,1.566,2.655,0.370,0.194,0.185,0.841,0.468,1.318
14,1.586,1.661,0.355,0.208,0.140,0.204,0.270,2.304
15,1.340,2.681,0.321,0.180,0.126,0.156,0.265,1.819
16,1.016,2.756,0.424,0.201,0.145,0.203,0.363,2.282
17,0.737,1.998,0.655,0.201,0.220,0.115,0.449,1.783
18,1.363,2.563,0.480,0.220,0.152,0.093,0.508,1.763
19,1.522,1.838,0.484,0.235,0.133,0.915,0.446,1.635
20,1.632,2.621,0.401,0.234,0.135,0.810,0.380,1.238
21,1.304,3.219,0.310,0.158,0.148,0.953,0.301,1.604
22,1.739,1.966,0.413,0.204,0.085,0.297,0.248,1.924
23,1.232,1.846,0.413,0.172,0.151,1.407,0.455,0.809
24,1.462,2.777,0.410,0.200,0.132,0.240,0.276,1.651
25,1.211,2.110,0.375,0.248,0.147,0.981,0.225,2.035
26,1.326,2.219,0.446,0.216,0.130,1.073,0.472,2.470
27,1.632,3.072,0.409,0.175,0.134,0.160,0.486,1.816
28,1.661,3.026,0.269,0.171,0.133,0.593,0.278,2.322
29,1.316,3.211,0.218,0.230,0.147,0.106,0.445,1.602
30,1.556,2.635,0.490,0.150,0.124,0.763,0.368,1.825
31,1.583,2.306,0.488,0.217,0.111,0.385,0.304,2.144
32,1.157,2.598,0.441,0.222,0.126,0.253,0.295,1.717
33,1.534,2.853,0.411,0.194,0.167,0.998,0.321,1.539
34,1.301,2.317,0.410,0.249,0.100,0.546,0.350,2.208
35,1.517,2.149,0.470,0.183,0.128,0.168,0.339,2.120
36,0.783,1.907,0.432,0.188,0.127,0.145,0.351,2.250
37,0.803,2.699,0.336,0.213,0.124,0.142,0.435,1.388
38,1.653,3.041,0.457,0.243,0.116,0.175,0.398,1.529
39,1.178,1.725,0.564,0.183,0.132,0.130,0.646,1.840
40,1.222,1.693,0.544,0.182,0.148,0.129,0.493,1.835
41,1.009,1.450,0.523,0.176,0.123,0.675,0.645,1.590
42,2.084,1.634,0.441,0.235,0.156,1.018,0.401,1.996
43,1.739,2.998,0.483,0.158,0.131,1.182,0.405,2.203
44,1.362,2.450,0.397,0.152,0.125,0.130,0.315,1.259
45,1.363,2.655,0.408,0.211,0.128,0.699,0.296,1.506
46,1.282,2.169,0.462,0.238,0.089,0.097,0.495,2.357
47,1.285,1.976,0.290,0.151,0.128,1.060,0.266,1.749
48,1.871,2.992,0.354,0.206,0.140,1.314,0.484,2.110
49,1.951,3.079,0.471,0.211,0.146,0.853,0.315,2.213
50,1.519,1.653,0.566,0.281,0.130,0.843,0.404,1.469
51,1.627,2.098,0.356,0.185,0.111,0.128,0.247,1.769
52,1.136,2.886,0.302,0.252,0.133,0.345,0.239,2.360
53,1.699,2.038,0.463,0.242,0.083,0.192,0.314,1.739
54,1.552,2.621,0.407,0.183,0.168,1.393,0.440,2.288
55,1.145,2.752,0.548,0.220,0.141,0.286,0.261,1.749
56,1.450,1.923,0.377,0.164,0.134,0.157,0.332,1.547
57,0.964,3.107,0.512,0.274,0.109,1.248,0.442,1.913
58,1.168,1.511,0.383,0.179,0.144,0.198,0.575,1.742
59,1.434,2.056,0.433,0.213,0.116,0.248,0.453,1.888
60,1.257,2.531,0.408,0.221,0.142,0.810,0.461,2.295
61,1.262,1.677,0.453,0.159,0.122,0.108,0.276,2.057
62,1.157,2.222,0.410,0.237,0.146,1.090,0.342,1.962
63,0.917,2.909,0.363,0.171,0.103,0.191,0.426,2.244
64,1.372,2.831,0.379,0.176,0.112,0.373,0.570,2.016
65,1.092,2.672,0.400,0.219,0.141,0.130,0.335,1.861
66,1.806,1.857,0.527,0.189,0.136,0.843,0.447,1.919
67,1.251,1.191,0.459,0.223,0.159,1.522,0.375,2.066
68,0.845,1.482,0.491,0.208,0.136,0.946,0.303,1.653
69,1.461,3.227,0.405,0.135,0.151,0.118,0.597,1.587
70,1.756,2.686,0.479,0.187,0.135,0.099,0.302,2.200
71,1.537,2.759,0.328,0.193,0.102,1.170,0.304,1.505
72,1.293,1.130,0.489,0.216,0.100,0.170,0.282,2.323
73,0.982,2.502,0.402,0.143,0.134,0.867,0.356,2.462
74,1.653,1.556,0.337,0.230,0.148,1.506,0.260,2.309
75,1.466,3.327,0.409,0.198,0.113,0.124,0.498,2.313
76,1.287,2.755,0.566,0.178,0.140,0.533,0.266,2.132
77,1.333,2.825,0.312,0.194,0.098,0.804,0.465,1.136
78,0.963,2.769,0.473,0.210,0.139,0.774,0.324,2.049
79,1.389,1.553,0.465,0.187,0.129,0.105,0.280,1.455
80,1.193,2.143,0.288,0.195,0.126,0.135,0.462,1.889
81,1.405,3.243,0.526,0.168,0.145,0.117,0.300,2.112
82,1.272,2.956,0.456,0.181,0.120,0.156,0.517,2.134
83,1.242,1.641,0.361,0.195,0.201,0.400,0.548,2.015
84,1.605,2.757,0.474,0.136,0.144,0.608,0.558,2.152
85,1.246,1.864,0.425,0.275,0.122,0.575,0.507,1.937
86,1.669,2.412,0.449,0.165,0.100,0.609,0.386,1.804
87,1.430,2.969,0.313,0.289,0.157,0.301,0.494,1.512
88,1.409,1.416,0.293,0.233,0.159,0.219,0.472,1.898
89,1.062,2.291,0.329,0.220,0.140,0.357,0.435,2.172
90,1.381,2.860,0.522,0.224,0.137,0.188,0.457,1.636
91,1.009,2.104,0.402,0.199,0.112,0.645,0.273,1.402
92,0.891,2.918,0.468,0.151,0.146,1.333,0.498,2.161
93,2.146,2.573,0.508,0.159,0.162,0.110,0.244,2.104
94,0.969,1.460,0.327,0.189,0.121,0.722,0.514,1.448
95,1.027,2.636,0.412,0.221,0.098,0.124,0.518,1.968
96,1.950,1.303,0.440,0.230,0.148,0.683,0.313,1.508
97,1.055,2.652,0.499,0.197,0.113,1.830,0.531,0.224
98,1.623,2.748,0.400,0.172,0.112,0.170,0.278,2.140
99,1.524,2.733,0.491,0.165,0.101,0.159,0.382,1.866
100,1.135,1.711,0.370,0.186,0.115,1.626,0.289,2.018
101,1.266,2.189,0.469,0.214,0.121,0.203,0.393,1.734
102,1.030,2.493,0.444,0.219,0.128,0.123,0.372,1.754
103,1.366,1.662,0.437,0.182,0.112,0.385,0.329,1.523
104,1.186,2.106,0.465,0.173,0.162,0.653,0.819,1.435
105,1.998,2.693,0.392,0.188,0.162,0.161,0.382,2.156
106,1.861,3.147,0.301,0.214,0.160,0.236,0.425,2.141
107,1.337,1.779,0.304,0.149,0.182,0.670,0.315,2.401
108,1.498,1.087,0.510,0.235,0.153,1.426,0.345,1.990
109,1.891,2.313,0.522,0.218,0.136,0.546,0.315,1.901
110,1.656,2.333,0.373,0.211,0.153,0.832,0.299,0.941
111,1.041,2.833,0.318,0.218,0.126,0.134,0.328,1.942
112,1.717,2.617,0.407,0.240,0.134,0.151,0.276,1.728
113,1.184,3.021,0.448,0.240,0.134,0.505,0.340,2.244
114,1.297,3.016,0.472,0.201,0.119,0.205,0.499,2.054
115,1.055,2.092,0.408,0.213,0.139,0.156,0.402,1.843
116,1.304,2.842,0.367,0.215,0.129,0.321,0.321,1.583
117,1.696,2.629,0.355,0.255,0.122,0.103,0.308,2.346
118,0.815,1.849,0.289,0.210,0.178,0.163,0.435,2.133
119,0.774,1.909,0.433,0.155,0.146,0.194,0.471,1.646
120,0.683,2.568,0.361,0.169,0.217,1.656,0.498,2.054
121,2.112,2.136,0.356,0.190,0.138,0.184,0.508,2.310
122,1.596,1.644,0.290,0.215,0.114,0.121,0.294,1.990
123,1.399,2.621,0.484,0.162,0.131,0.201,0.531,1.764
124,1.732,2.335,0.485,0.195,0.119,0.452,0.777,1.841
125,1.511,3.130,0.408,0.297,0.148,0.132,0.379,1.898
126,1.495,2.584,0.551,0.248,0.103,0.402,0.400,1.639
127,0.878,1.405,0.438,0.186,0.151,0.122,0.337,1.299
128,1.525,2.627,0.465,0.222,0.112,0.955,0.298,1.818
129,1.616,2.881,0.458,0.267,0.155,0.131,0.514,1.484
130,1.433,2.698,0.400,0.227,0.152,1.055,0.327,0.455
131,1.131,3.153,0.285,0.217,0.137,0.119,0.324,1.772
132,1.022,2.535,0.303,0.223,0.146,0.322,0.369,2.174
133,0.869,2.715,0.291,0.167,0.133,1.652,0.307,2.084
134,1.594,2.742,0.458,0.189,0.121,0.136,0.320,1.693
