,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
36,0.814,0.876,1.129,0.874,0.932,0.800,0.930,0.831
37,0.828,0.834,0.885,1.071,0.838,0.753,0.914,0.885
38,0.874,0.839,1.003,0.993,0.803,0.846,1.007,0.852
39,0.935,1.001,1.132,0.965,0.808,0.854,0.971,0.858
40,0.836,0.843,1.125,0.939,0.978,0.829,0.971,0.842
41,0.875,0.879,1.073,0.901,0.871,0.832,0.949,0.856
42,0.848,0.828,0.943,1.002,0.922,0.804,1.149,0.855
43,0.842,0.834,1.216,0.848,0.840,0.801,0.954,0.832
44,0.829,0.817,1.079,0.875,0.805,0.814,0.895,0.803
45,0.876,0.831,1.217,0.965,0.929,0.791,0.837,0.876
46,0.894,0.822,1.236,0.940,0.731,0.792,1.034,0.847
47,0.886,0.995,0.841,0.841,0.839,0.778,0.971,0.770
48,0.850,0.859,0.941,0.970,0.902,0.896,1.053,0.843
49,0.853,0.812,1.145,1.028,0.937,0.834,0.991,0.854
50,0.851,0.752,1.105,1.105,0.859,0.913,0.939,0.873
51,0.858,0.806,0.875,0.953,0.884,0.822,0.964,0.825
52,0.853,0.818,0.905,1.018,0.908,1.183,0.876,0.867
53,0.858,0.774,1.127,0.925,0.821,0.816,0.864,0.802
54,0.889,0.848,1.137,1.016,0.935,0.859,0.845,0.841
55,0.771,0.817,1.056,0.945,0.960,0.912,0.928,0.848
56,0.843,0.760,1.039,0.839,0.878,0.827,0.966,0.819
57,0.852,0.846,1.116,1.070,0.814,0.737,0.918,0.829
58,0.846,0.827,0.986,0.910,0.925,0.811,0.997,0.831
59,0.849,0.828,1.058,1.102,0.852,0.947,0.961,0.818
60,0.852,0.836,1.075,1.063,0.878,0.726,1.026,0.845
61,0.783,0.810,1.038,0.886,0.954,0.876,0.856,0.848
62,0.874,0.817,1.131,0.943,0.996,0.843,1.017,0.828
63,0.799,0.842,1.016,0.865,0.819,0.804,1.016,0.842
64,0.887,0.826,0.940,0.850,0.814,0.933,0.951,0.915
65,0.796,0.831,0.958,1.000,0.955,0.852,0.921,0.825
66,0.873,0.773,1.101,0.931,0.971,0.837,0.905,0.866
67,0.853,0.745,1.098,0.994,0.973,0.887,0.934,0.828
68,0.955,0.843,1.055,0.880,0.949,0.787,0.966,0.826
69,0.850,0.832,1.094,0.889,0.947,0.895,0.974,0.824
70,0.853,0.862,1.316,1.006,0.832,0.760,0.921,0.857
71,0.846,0.834,0.956,0.980,0.812,0.834,0.903,0.789
72,0.798,0.894,1.177,0.917,0.897,0.829,0.887,0.851
73,0.840,0.808,0.970,0.878,0.933,0.876,0.922,0.869
74,0.854,0.813,0.975,0.908,0.896,0.822,0.885,0.853
75,0.848,0.811,1.149,0.908,0.840,0.733,0.960,0.875
76,0.843,0.843,1.336,0.885,0.993,0.826,0.940,0.848
77,0.882,0.838,0.928,0.912,0.779,0.805,1.079,0.911
78,0.754,0.851,0.949,0.973,0.970,0.804,1.047,0.855
79,0.864,0.767,1.202,0.879,0.820,0.723,0.869,0.860
80,0.957,0.851,0.933,0.908,0.830,0.844,0.907,0.754
81,0.851,0.838,1.208,0.904,0.896,0.743,0.950,0.839
82,0.899,0.843,0.949,0.968,0.773,0.863,1.030,0.864
83,0.867,0.889,1.029,0.909,1.228,0.935,1.010,0.865
84,0.855,0.822,1.038,0.838,1.030,0.808,0.882,0.864
85,0.870,0.837,1.008,1.091,0.854,0.789,0.979,0.833
86,0.854,0.826,1.144,0.889,0.816,0.921,1.047,0.803
87,0.830,0.866,0.967,0.992,0.963,0.839,0.939,0.910
88,0.866,0.807,0.961,0.948,0.979,0.909,1.007,0.838
89,0.894,0.866,0.899,0.922,0.915,0.915,1.028,0.812
90,0.827,0.839,1.032,1.043,0.936,0.823,0.925,0.828
91,0.843,0.853,1.007,0.874,0.843,0.764,0.866,0.818
92,0.888,0.829,1.135,0.917,0.918,0.885,0.866,0.853
93,0.857,0.823,0.980,0.962,0.906,0.805,0.936,0.855
94,0.808,0.821,0.851,0.891,0.946,0.713,1.063,0.820
95,0.793,0.828,1.120,1.004,0.824,0.975,0.919,0.924
96,0.859,0.948,1.136,0.945,0.881,0.875,0.967,0.884
97,0.911,0.855,1.198,0.966,0.933,0.855,1.030,0.791
98,0.840,0.834,0.961,0.867,0.839,0.891,0.897,0.869
99,0.903,0.833,1.051,0.961,0.817,0.820,0.822,0.856
100,0.830,0.812,1.067,0.875,0.826,0.811,0.888,0.835
101,0.900,0.799,1.012,0.969,0.886,0.795,0.877,0.850
102,0.842,0.846,1.267,1.033,0.881,0.730,0.968,0.813
103,0.810,0.769,1.135,0.885,0.765,0.752,0.866,0.931
104,0.792,0.825,1.183,0.895,1.045,0.756,0.974,0.770
105,0.860,0.842,0.949,0.943,0.956,0.816,0.865,0.837
106,0.861,0.854,0.946,0.923,0.906,0.797,0.942,0.817
107,0.845,0.836,0.895,0.904,1.033,0.815,0.973,0.835
108,0.853,1.006,1.152,0.910,0.970,0.816,0.810,0.840
109,0.870,0.903,1.018,1.046,0.937,0.798,0.846,0.850
110,0.874,0.845,1.024,0.956,0.886,0.897,0.879,0.752
111,0.841,0.824,0.855,0.961,0.834,0.904,0.918,0.871
112,0.845,0.800,1.071,0.992,0.804,0.866,0.888,0.830
113,0.827,0.837,1.154,0.969,0.942,0.836,0.915,0.866
114,0.844,0.835,1.378,0.974,0.897,0.869,0.974,0.863
115,0.839,0.824,1.045,1.007,0.913,0.866,0.887,0.834
116,0.853,0.819,1.044,1.004,0.880,0.908,0.924,0.869
117,0.862,0.852,0.987,0.948,0.867,0.824,0.839,0.847
118,0.878,0.809,0.856,0.980,0.971,0.897,1.001,0.830
119,0.922,0.837,1.059,0.848,0.921,0.932,0.975,0.872
120,0.830,0.879,0.869,0.934,1.216,0.804,1.041,0.830
121,0.808,0.818,1.037,0.942,0.865,0.928,0.865,0.866
122,0.883,0.905,0.861,0.961,0.887,0.777,0.937,0.847
123,0.873,0.855,0.987,0.859,0.928,0.883,0.969,0.845
124,0.859,0.848,1.156,1.003,0.789,0.810,0.980,0.847
125,0.848,0.837,1.001,1.044,0.924,0.825,0.929,0.849
126,0.845,0.823,1.115,1.132,0.858,0.805,0.968,0.804
127,0.831,0.783,1.108,0.874,0.974,0.752,0.973,0.897
128,0.857,0.812,1.105,0.984,0.819,0.792,0.909,0.832
129,0.843,0.805,1.062,1.113,1.039,0.888,1.035,0.848
130,0.841,0.819,0.975,0.963,0.906,0.934,0.971,0.844
131,0.881,0.823,0.860,0.870,0.932,0.872,0.856,0.837
132,0.811,0.855,0.841,1.079,0.992,0.902,0.877,0.831
133,0.917,0.845,1.025,0.853,0.852,0.825,0.871,0.840
134,0.902,0.822,1.064,0.938,0.817,0.882,0.839,0.870
135,0.839,0.912,1.047,0.971,0.914,0.702,0.925,0.852
136,0.908,0.834,1.238,1.077,0.901,0.946,0.871,0.850
137,0.953,0.813,1.084,0.926,0.836,0.838,0.842,0.842
138,0.874,0.878,0.867,0.932,0.827,0.765,0.981,0.940
139,0.907,0.921,1.114,1.006,0.869,0.857,1.038,0.861
140,0.843,0.821,1.191,0.847,0.860,0.913,0.903,0.881
141,0.778,0.804,0.966,1.037,0.868,0.878,0.828,0.818
142,0.871,0.775,1.022,0.958,0.998,0.781,1.098,0.855
143,0.822,0.829,1.156,0.890,0.995,0.725,0.962,0.834
144,0.835,0.840,1.153,0.972,0.997,0.878,0.904,0.909
145,0.844,0.848,0.877,0.957,0.990,0.834,0.869,0.834
146,0.880,0.810,0.994,1.094,0.783,0.897,0.913,0.862
147,0.829,0.845,0.981,1.103,0.812,0.888,0.908,0.860
148,0.866,0.860,1.229,0.939,0.843,0.830,0.935,0.927
149,0.873,0.848,1.032,0.950,0.771,0.942,0.914,0.850
150,0.911,0.832,0.944,0.937,0.864,0.927,0.875,0.820
151,0.851,0.774,0.872,0.997,0.860,0.876,0.954,0.846
152,0.835,0.812,1.169,0.927,0.849,0.763,0.904,0.843
153,0.857,0.824,1.024,1.126,0.876,1.324,0.947,0.861
154,0.797,1.041,0.831,1.053,0.889,0.805,0.949,0.836
155,0.825,0.849,1.038,0.961,0.849,0.838,0.956,0.836
156,0.826,0.876,1.084,0.969,0.996,0.906,0.905,0.879
157,0.850,0.848,1.075,0.879,0.877,0.819,0.954,0.836
158,0.834,0.802,1.058,1.076,0.945,0.826,0.918,0.810
159,0.834,0.788,0.924,0.999,0.790,0.817,0.857,0.853
160,0.861,0.733,1.077,0.807,0.841,0.860,0.908,0.843
161,0.864,0.830,0.945,0.900,0.870,0.880,0.882,0.846
162,0.844,0.854,1.127,0.794,0.997,0.786,0.996,0.870
163,0.900,0.835,0.908,0.964,0.804,0.814,0.877,0.853
164,0.891,0.862,0.974,1.014,0.907,0.804,0.873,0.893
165,0.860,0.846,1.068,0.965,1.129,0.805,0.885,0.847
166,0.872,0.835,1.102,0.860,0.924,0.862,1.122,0.848
167,0.838,0.841,1.102,0.896,0.840,0.932,1.040,0.829
168,0.888,0.799,0.832,0.943,0.833,0.872,0.947,0.862
169,0.823,0.825,0.873,0.832,0.969,0.776,0.913,0.846
170,0.853,0.817,1.062,1.056,0.752,0.903,0.885,0.793
171,0.838,0.822,1.126,0.946,0.818,0.729,0.765,0.841
172,0.872,0.816,0.982,0.916,0.854,0.724,0.893,0.827
173,0.921,0.836,1.107,1.141,0.997,0.770,0.842,0.863
174,0.919,0.846,1.039,1.049,0.866,0.769,1.006,0.836
175,0.913,0.820,1.119,0.990,0.906,0.770,0.855,0.847
176,0.872,0.866,1.126,0.816,0.975,0.824,0.944,0.840
177,0.900,0.827,1.009,0.834,0.876,0.780,0.879,0.827
178,0.938,0.835,1.132,1.071,0.822,0.808,0.910,0.848
179,0.887,0.768,1.069,0.839,0.826,0.839,0.918,0.780
180,0.804,0.870,0.985,1.153,0.848,1.109,0.851,0.866
181,0.903,0.802,0.915,0.946,1.000,0.837,0.994,0.825
182,0.845,0.833,1.004,0.911,0.930,0.791,0.973,0.776
183,0.886,0.935,1.030,0.979,0.791,0.953,0.875,0.824
184,0.861,0.872,0.974,0.933,0.831,0.762,0.958,0.811
185,0.872,0.845,1.206,0.944,0.802,0.851,0.895,0.862
186,0.861,0.764,1.116,1.047,0.841,0.829,0.920,0.849
187,0.835,0.806,1.114,1.108,0.982,0.896,1.017,0.837
188,0.866,0.885,0.986,0.943,0.837,0.791,1.022,0.800
189,0.853,0.844,0.925,0.956,0.835,0.747,0.886,0.973
190,0.853,0.806,0.949,0.948,0.945,0.823,1.013,0.869
191,0.825,0.815,1.074,1.080,0.856,0.742,0.937,0.820
192,0.863,0.947,1.051,0.957,0.851,0.885,0.941,0.839
193,0.838,0.811,1.090,0.911,0.935,1.035,1.061,0.849
194,0.834,0.914,0.857,0.966,0.922,0.737,0.941,0.811
195,0.856,0.828,0.806,0.811,0.960,0.719,1.071,0.843
196,0.846,0.842,1.217,0.908,1.009,0.786,1.075,0.819
197,0.849,0.817,1.235,1.018,0.943,0.836,1.187,0.865
198,0.866,0.824,1.051,1.044,0.919,0.762,0.928,0.779
199,0.834,0.833,0.992,0.970,0.933,0.861,0.883,0.854
