,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.9252e-01,7.7272e-01,3.1324e-01,2.6616e-10,8.4752e-05,9.1805e-02,3.3805e-01,2.5799e-02
DCC_joint,,5.9252e-01,,8.2923e-01,1.9205e-01,5.5804e-09,2.2846e-04,6.1888e-02,2.0783e-01,1.7301e-01
DCC_bivariate_loop,,7.7272e-01,8.2923e-01,,2.6830e-01,7.1970e-09,3.6543e-04,9.0496e-02,2.8677e-01,1.0972e-01
SW_cross_validated,,3.1324e-01,1.9205e-01,2.6830e-01,,5.3160e-08,6.0017e-03,4.9821e-01,9.8559e-01,7.5306e-03
SW_15,,2.6616e-10,5.5804e-09,7.1970e-09,5.3160e-08,,2.1947e-06,4.7207e-07,8.4055e-08,1.9474e-11
SW_30,,8.4752e-05,2.2846e-04,3.6543e-04,6.0017e-03,2.1947e-06,,4.1384e-02,7.0345e-03,9.3036e-07
SW_60,,9.1805e-02,6.1888e-02,9.0496e-02,4.9821e-01,4.7207e-07,4.1384e-02,,4.9663e-01,1.8201e-03
SW_120,,3.3805e-01,2.0783e-01,2.8677e-01,9.8559e-01,8.4055e-08,7.0345e-03,4.9663e-01,,9.5740e-03
sFC,,2.5799e-02,1.7301e-01,1.0972e-01,7.5306e-03,1.9474e-11,9.3036e-07,1.8201e-03,9.5740e-03,
