,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.24,0.13,0.46,5.58,2.25,0.80,0.44,1.09
DCC_joint,,0.24,,0.10,0.61,4.61,2.05,0.89,0.58,0.63
DCC_bivariate_loop,,0.13,0.10,,0.51,4.54,1.96,0.80,0.49,0.75
SW_cross_validated,,0.46,0.61,0.51,,3.97,1.39,0.31,0.01,1.35
SW_15,,5.58,4.61,4.54,3.97,,3.05,3.42,3.85,6.54
SW_30,,2.25,2.05,1.96,1.39,3.05,,0.98,1.36,3.25
SW_60,,0.80,0.89,0.80,0.31,3.42,0.98,,0.31,1.63
SW_120,,0.44,0.58,0.49,0.01,3.85,1.36,0.31,,1.30
sFC,,1.09,0.63,0.75,1.35,6.54,3.25,1.63,1.30,
