,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.10,1.97,0.04,4.31,1.72,0.05,0.05,8.77
DCC_joint,,2.10,,0.38,2.17,1.21,0.70,1.90,2.02,3.84
DCC_bivariate_loop,,1.97,0.38,,2.05,1.90,0.36,1.73,1.87,5.37
SW_cross_validated,,0.04,2.17,2.05,,4.48,1.80,0.09,0.01,9.21
SW_15,,4.31,1.21,1.90,4.48,,2.46,3.73,3.95,4.02
SW_30,,1.72,0.70,0.36,1.80,2.46,,1.48,1.62,6.49
SW_60,,0.05,1.90,1.73,0.09,3.73,1.48,,0.09,7.20
SW_120,,0.05,2.02,1.87,0.01,3.95,1.62,0.09,,7.61
sFC,,8.77,3.84,5.37,9.21,4.02,6.49,7.20,7.61,
