,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.58,1.59,0.07,3.88,2.18,0.80,0.25,1.37
DCC_joint,,1.58,,0.02,1.72,3.20,0.78,1.12,1.87,3.70
DCC_bivariate_loop,,1.59,0.02,,1.73,3.16,0.75,1.14,1.88,3.71
SW_cross_validated,,0.07,1.72,1.73,,4.13,2.35,0.92,0.35,1.33
SW_15,,3.88,3.20,3.16,4.13,,2.52,4.68,5.49,6.90
SW_30,,2.18,0.78,0.75,2.35,2.52,,2.00,2.78,4.55
SW_60,,0.80,1.12,1.14,0.92,4.68,2.00,,0.79,2.82
SW_120,,0.25,1.87,1.88,0.35,5.49,2.78,0.79,,2.12
sFC,,1.37,3.70,3.71,1.33,6.90,4.55,2.82,2.12,
