,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.043,0.043,0.062,0.052,0.048,0.149,0.082,0.046,0.039,0.023,0.031,0.056
SVWP,0.023,0.037,0.065,0.024,0.053,0.152,0.009,0.035,0.035,0.010,0.030,0.043
DCC_joint,0.040,0.034,0.033,0.031,0.043,0.028,0.025,0.019,0.025,0.014,0.037,0.030
SW_cross_validated,0.052,0.042,0.042,0.071,0.046,0.037,0.073,0.062,0.037,0.025,0.058,0.049
SW_15,0.025,0.045,0.049,0.045,0.031,0.041,0.037,0.030,0.031,0.043,0.058,0.039
SW_30,0.034,0.071,0.040,0.046,0.023,0.027,0.021,0.022,0.025,0.036,0.051,0.036
SW_60,0.042,0.047,0.037,0.039,0.012,0.014,0.012,0.015,0.027,0.023,0.041,0.028
SW_120,0.064,0.041,0.035,0.017,0.023,0.017,0.011,0.024,0.041,0.030,0.036,0.031
sFC,0.028,0.028,0.008,0.003,0.005,0.003,0.011,0.012,0.011,0.011,0.011,0.012
