,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.012,0.008,0.017,0.020,0.013,0.053,0.028,0.014,0.006,0.005,0.011,0.017
SVWP,0.007,0.007,0.018,0.013,0.016,0.054,0.003,0.003,0.006,0.003,0.011,0.013
DCC_joint,0.013,0.009,0.010,0.008,0.015,0.008,0.008,0.007,0.006,0.005,0.012,0.009
SW_cross_validated,0.020,0.015,0.014,0.021,0.015,0.015,0.025,0.019,0.008,0.007,0.009,0.015
SW_15,0.010,0.007,0.010,0.007,0.012,0.011,0.010,0.007,0.009,0.010,0.016,0.010
SW_30,0.014,0.007,0.011,0.011,0.008,0.011,0.010,0.009,0.008,0.011,0.016,0.011
SW_60,0.016,0.008,0.009,0.011,0.006,0.007,0.003,0.005,0.006,0.008,0.012,0.008
SW_120,0.020,0.009,0.006,0.006,0.004,0.007,0.004,0.007,0.005,0.010,0.010,0.008
sFC,0.009,0.009,0.002,0.001,0.002,0.001,0.003,0.004,0.004,0.003,0.003,0.004
