,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.101,0.130,0.181,0.236,0.281,0.365,0.403,0.238,0.226,0.154,0.145,0.224
SVWP,0.094,0.121,0.185,0.240,0.284,0.361,0.416,0.244,0.218,0.147,0.146,0.223
DCC_joint,0.062,0.079,0.163,0.203,0.234,0.277,0.271,0.196,0.193,0.131,0.127,0.176
SW_cross_validated,0.198,0.207,0.203,0.254,0.280,0.308,0.330,0.262,0.279,0.220,0.213,0.250
SW_15,0.315,0.335,0.319,0.327,0.330,0.325,0.335,0.318,0.349,0.310,0.318,0.326
SW_30,0.239,0.266,0.242,0.244,0.280,0.316,0.366,0.262,0.283,0.245,0.245,0.272
SW_60,0.185,0.213,0.199,0.276,0.394,0.479,0.510,0.277,0.250,0.228,0.191,0.291
SW_120,0.188,0.215,0.264,0.464,0.473,0.406,0.439,0.273,0.267,0.220,0.202,0.310
sFC,0.035,0.025,0.405,0.402,0.403,0.402,0.406,0.218,0.463,0.118,0.178,0.278
