,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.009,0.006,0.012,0.014,0.009,0.037,0.020,0.010,0.004,0.003,0.008,0.012
SVWP,0.005,0.005,0.013,0.009,0.011,0.038,0.002,0.002,0.004,0.002,0.008,0.009
DCC_joint,0.009,0.006,0.007,0.006,0.010,0.006,0.005,0.005,0.004,0.004,0.008,0.006
SW_cross_validated,0.014,0.011,0.010,0.015,0.011,0.011,0.018,0.013,0.006,0.005,0.007,0.011
SW_15,0.007,0.005,0.007,0.005,0.009,0.008,0.007,0.005,0.007,0.007,0.011,0.007
SW_30,0.010,0.005,0.008,0.007,0.006,0.008,0.007,0.006,0.006,0.008,0.011,0.007
SW_60,0.011,0.006,0.006,0.008,0.004,0.005,0.002,0.003,0.004,0.006,0.009,0.006
SW_120,0.014,0.007,0.005,0.004,0.003,0.005,0.003,0.005,0.004,0.007,0.007,0.006
sFC,0.006,0.006,0.002,0.001,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.003
