,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.023,0.092,0.148,0.211,0.244,0.446,0.542,0.291,0.237,0.182,0.156,0.234
SVWP,0.011,0.084,0.147,0.209,0.257,0.444,0.569,0.310,0.232,0.177,0.155,0.236
DCC_joint,0.048,0.067,0.209,0.268,0.321,0.382,0.374,0.260,0.250,0.169,0.168,0.229
SW_cross_validated,0.121,0.167,0.172,0.243,0.268,0.325,0.362,0.256,0.271,0.207,0.173,0.233
SW_15,0.212,0.269,0.240,0.249,0.253,0.275,0.293,0.231,0.307,0.231,0.243,0.255
SW_30,0.161,0.216,0.177,0.192,0.258,0.343,0.437,0.220,0.264,0.212,0.189,0.243
SW_60,0.112,0.169,0.153,0.304,0.500,0.634,0.680,0.305,0.255,0.215,0.156,0.317
SW_120,0.106,0.168,0.282,0.604,0.621,0.529,0.570,0.311,0.304,0.213,0.156,0.351
sFC,0.049,0.035,0.572,0.569,0.571,0.569,0.574,0.308,0.655,0.167,0.251,0.393
