,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.051,0.041,0.037,0.043,0.038,0.066,0.037,0.025,0.046,0.032,0.031,0.041
SVWP,0.045,0.045,0.032,0.039,0.044,0.071,0.007,0.041,0.043,0.012,0.029,0.037
DCC_joint,0.022,0.033,0.022,0.029,0.031,0.021,0.017,0.014,0.024,0.013,0.025,0.023
SW_cross_validated,0.036,0.033,0.025,0.053,0.030,0.024,0.033,0.037,0.038,0.022,0.051,0.035
SW_15,0.011,0.035,0.043,0.042,0.027,0.034,0.025,0.019,0.031,0.033,0.031,0.030
SW_30,0.020,0.063,0.030,0.040,0.023,0.029,0.018,0.019,0.028,0.023,0.027,0.029
SW_60,0.021,0.041,0.023,0.033,0.015,0.014,0.007,0.016,0.028,0.015,0.027,0.022
SW_120,0.033,0.032,0.020,0.020,0.020,0.011,0.008,0.013,0.038,0.017,0.022,0.021
sFC,0.019,0.020,0.006,0.002,0.003,0.002,0.008,0.009,0.008,0.008,0.008,0.008
