,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,93,47,39,29,33,27,21,27,21,33,23
1,25,77,41,41,35,25,27,33,33,95,65
2,29,69,65,37,27,27,21,91,21,57,95
3,49,55,59,35,25,33,21,35,53,81,91
4,75,37,83,37,41,31,99,23,37,53,45
5,87,99,61,33,23,21,25,21,45,59,67
6,99,69,71,59,21,23,21,37,29,67,95
7,57,95,75,25,33,23,21,55,71,95,75
8,75,83,69,21,29,23,29,99,77,77,99
9,59,83,49,65,29,31,23,43,43,41,87
