,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.016,0.053,0.094,0.131,0.146,0.305,0.380,0.201,0.142,0.124,0.101,0.154
SVWP,0.008,0.049,0.091,0.127,0.151,0.303,0.401,0.211,0.144,0.122,0.099,0.155
DCC_joint,0.035,0.053,0.153,0.193,0.231,0.273,0.267,0.188,0.178,0.121,0.124,0.165
SW_cross_validated,0.099,0.068,0.118,0.156,0.174,0.216,0.244,0.176,0.135,0.135,0.103,0.148
SW_15,0.201,0.118,0.141,0.149,0.152,0.169,0.186,0.175,0.168,0.170,0.166,0.163
SW_30,0.141,0.094,0.107,0.121,0.157,0.229,0.301,0.163,0.144,0.148,0.129,0.157
SW_60,0.095,0.073,0.107,0.210,0.351,0.456,0.487,0.225,0.143,0.143,0.113,0.218
SW_120,0.083,0.053,0.206,0.428,0.440,0.372,0.403,0.227,0.172,0.141,0.109,0.239
sFC,0.034,0.024,0.405,0.402,0.403,0.402,0.406,0.218,0.463,0.118,0.177,0.277
