,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.022,0.075,0.133,0.186,0.206,0.431,0.538,0.284,0.201,0.176,0.143,0.218
SVWP,0.011,0.069,0.128,0.180,0.214,0.428,0.568,0.299,0.204,0.172,0.140,0.219
DCC_joint,0.049,0.075,0.217,0.273,0.326,0.385,0.378,0.266,0.251,0.171,0.175,0.233
SW_cross_validated,0.140,0.096,0.167,0.221,0.245,0.305,0.345,0.249,0.190,0.190,0.145,0.209
SW_15,0.284,0.167,0.199,0.211,0.215,0.240,0.263,0.247,0.237,0.240,0.235,0.231
SW_30,0.199,0.133,0.151,0.171,0.223,0.323,0.426,0.230,0.203,0.209,0.182,0.223
SW_60,0.134,0.103,0.151,0.297,0.497,0.645,0.688,0.318,0.202,0.202,0.160,0.309
SW_120,0.117,0.075,0.292,0.605,0.622,0.526,0.569,0.321,0.244,0.199,0.154,0.339
sFC,0.049,0.033,0.572,0.569,0.571,0.569,0.574,0.308,0.655,0.167,0.251,0.392
