,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-50.01,-45.71,-32.22,-42.86,-53.32,-45.39,0.77
DCC_bivariate_loop,,,-50.01,,0.66,7.36,1.57,-3.15,-3.93,49.69
SW_cross_validated,,,-45.71,0.66,,6.54,0.89,-3.69,-4.41,45.48
SW_15,,,-32.22,7.36,6.54,,-5.59,-10.15,-10.29,32.13
SW_30,,,-42.86,1.57,0.89,-5.59,,-4.53,-5.17,42.67
SW_60,,,-53.32,-3.15,-3.69,-10.15,-4.53,,-1.10,52.99
SW_120,,,-45.39,-3.93,-4.41,-10.29,-5.17,-1.10,,45.23
sFC,,,0.77,49.69,45.48,32.13,42.67,52.99,45.23,
