,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.05,2.51,2.51,1.40,2.74,3.23,0.64
DCC_bivariate_loop,,,0.05,,2.23,2.46,1.34,2.37,2.90,0.38
SW_cross_validated,,,2.51,2.23,,1.53,0.05,0.07,0.62,2.14
SW_15,,,2.51,2.46,1.53,,1.32,1.58,1.23,2.39
SW_30,,,1.40,1.34,0.05,1.32,,0.10,0.36,1.24
SW_60,,,2.74,2.37,0.07,1.58,0.10,,0.72,2.31
SW_120,,,3.23,2.90,0.62,1.23,0.36,0.72,,2.85
sFC,,,0.64,0.38,2.14,2.39,1.24,2.31,2.85,
