,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,1.,0.0007,0.0007,0.1629,0.0002,0.0000,1.
DCC_bivariate_loop,nan,nan,-0.1045,-,0.0027,0.0009,0.2175,0.0014,0.0001,1.
SW_cross_validated,nan,nan,-5.6104,-4.9856,-,0.0852,1.,1.,1.,0.0041
SW_15,nan,nan,-5.6016,-5.498,-3.4215,-,0.2435,0.0669,0.3731,0.0012
SW_30,nan,nan,-3.1274,-2.9951,-0.1215,2.9431,-,1.,1.,0.3561
SW_60,nan,nan,-6.1316,-5.3048,0.1485,3.5304,0.2187,-,1.,0.0019
SW_120,nan,nan,-7.2151,-6.4883,-1.3877,2.7447,-0.8041,-1.6146,-,0.0001
sFC,nan,nan,-1.4303,-0.8492,4.7913,5.3547,2.7665,5.1553,6.3817,-
