,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,6.05,2.59,4.26,5.66,5.68,0.32,0.06
DCC_bivariate_loop,,,6.05,,7.38,0.41,1.34,1.08,5.19,5.87
SW_cross_validated,,,2.59,7.38,,5.44,6.67,6.76,2.37,2.34
SW_15,,,4.26,0.41,5.44,,1.55,1.32,3.79,4.19
SW_30,,,5.66,1.34,6.67,1.55,,0.28,5.20,5.59
SW_60,,,5.68,1.08,6.76,1.32,0.28,,5.17,5.60
SW_120,,,0.32,5.19,2.37,3.79,5.20,5.17,,0.35
sFC,,,0.06,5.87,2.34,4.19,5.59,5.60,0.35,
