,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,71,49,37,23,21,23,49,95
1,73,69,29,27,21,37,45,85
2,79,87,25,25,21,33,23,77
3,89,81,25,25,23,41,43,87
4,95,97,37,35,27,29,21,97
5,85,65,31,23,25,23,23,63
6,97,39,35,23,21,33,21,49
7,61,85,29,23,21,31,23,87
8,97,89,35,21,23,47,31,97
9,97,97,33,31,21,27,21,45
10,95,99,33,25,21,29,53,97
11,59,59,43,25,29,21,89,35
12,91,99,47,27,21,23,21,93
13,59,89,21,23,29,25,33,97
14,91,99,23,23,25,33,27,33
15,81,77,27,23,21,43,43,99
16,97,79,27,27,23,25,31,45
17,95,87,37,29,23,37,57,81
18,67,91,29,23,25,37,31,43
19,69,59,35,31,25,41,23,95
20,61,87,25,23,23,47,33,97
21,63,85,27,23,23,27,31,99
22,81,97,25,21,21,37,33,85
23,75,63,25,25,29,27,33,95
24,57,43,29,23,21,31,21,31
25,37,89,39,23,21,29,31,95
26,85,99,23,21,27,33,33,95
27,95,85,35,25,21,35,23,73
28,77,85,37,29,21,39,37,55
29,63,97,33,23,21,31,39,99
30,75,55,25,23,21,35,27,65
31,61,41,35,21,21,29,35,41
32,97,93,33,25,23,21,31,97
33,97,91,37,23,21,31,23,95
34,69,97,27,21,25,37,21,73
35,85,99,27,21,25,39,25,95
36,67,91,43,21,23,41,31,35
37,53,45,35,33,21,41,33,93
38,39,97,35,23,21,21,29,91
39,53,69,31,33,23,35,23,29
40,99,99,27,25,27,43,29,75
41,83,95,35,27,21,29,21,97
42,81,85,51,31,21,31,31,97
43,89,99,27,27,23,23,47,69
44,93,71,25,21,21,37,37,71
45,59,95,25,23,31,33,33,35
46,97,55,25,31,21,31,31,95
47,93,99,25,21,23,39,21,71
48,93,91,23,23,25,31,35,41
49,71,55,31,25,21,33,33,95
50,77,81,31,33,21,33,33,77
51,99,63,33,29,21,25,41,99
52,63,87,41,23,23,25,21,77
53,55,49,29,21,25,21,29,37
54,99,95,39,21,21,23,33,63
55,99,69,31,29,21,31,27,83
56,75,83,41,25,21,31,39,89
57,81,99,25,31,23,21,93,73
58,71,45,27,27,23,29,21,95
59,89,73,27,23,23,29,21,61
60,49,79,43,27,25,35,25,55
61,65,83,29,23,27,35,27,95
62,99,99,23,35,25,29,23,83
63,95,99,21,31,25,31,31,95
64,91,61,33,21,21,35,33,87
65,99,97,27,25,21,23,37,91
66,97,91,25,25,23,25,35,95
67,99,95,31,23,21,35,21,37
68,93,97,25,27,21,35,23,89
69,93,73,27,21,27,37,23,95
70,99,89,29,25,25,23,21,99
71,95,87,21,35,21,35,41,99
72,95,95,31,33,25,33,43,99
73,89,75,23,21,25,33,25,33
74,59,99,23,23,21,35,31,97
75,97,99,29,23,21,23,33,99
76,77,99,27,23,25,23,33,71
77,99,77,31,25,21,41,31,91
78,87,99,39,23,23,35,29,99
79,81,83,35,21,21,43,33,99
80,93,89,29,21,21,25,33,95
81,99,99,43,33,25,29,31,39
82,45,55,33,27,25,37,27,43
83,85,73,35,29,21,33,27,35
84,95,57,35,23,23,25,33,89
85,99,89,33,23,23,39,31,73
86,93,99,27,27,25,31,37,91
87,91,73,23,23,25,35,33,61
88,71,95,25,21,21,27,35,83
89,61,67,37,21,21,25,59,79
90,87,99,29,21,21,25,31,81
91,73,37,31,21,21,31,21,23
92,87,97,31,21,25,45,31,83
93,65,47,29,21,23,39,21,89
94,49,33,43,21,23,27,27,99
95,49,65,33,21,21,29,21,83
96,97,65,33,21,25,31,29,21
97,67,97,37,21,21,27,33,65
98,95,99,37,21,23,21,21,51
99,77,87,29,23,23,23,31,99
100,99,57,33,25,21,23,21,77
101,87,31,33,21,27,29,21,93
102,79,85,35,21,23,27,29,97
103,61,95,21,33,21,25,43,99
104,99,99,21,25,27,31,21,99
105,43,89,31,33,31,27,23,99
106,99,75,25,21,23,29,57,41
107,95,99,37,31,29,25,55,87
108,71,71,21,23,21,35,35,81
109,33,89,27,21,21,21,25,57
