,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.218,2.572,0.257,0.216,0.126,0.169,0.356,2.461
1,1.620,2.973,0.538,0.284,0.139,0.631,0.431,2.115
2,1.565,1.574,0.302,0.211,0.180,0.318,0.296,2.064
3,1.445,2.453,0.424,0.234,0.105,0.142,0.308,1.121
4,1.354,1.293,0.557,0.189,0.101,0.159,0.380,2.268
5,1.067,2.746,0.453,0.168,0.129,0.135,0.281,0.817
6,1.636,1.516,0.386,0.185,0.139,0.165,0.299,1.962
7,1.297,1.651,0.252,0.159,0.139,0.127,0.361,2.045
8,1.681,3.074,0.322,0.337,0.091,1.120,0.329,1.876
9,1.328,2.776,0.435,0.212,0.113,0.264,0.344,1.919
10,1.434,2.879,0.499,0.202,0.105,1.923,0.324,1.934
11,0.811,3.273,0.483,0.149,0.131,0.152,0.413,2.195
12,1.297,1.696,0.487,0.231,0.136,0.185,0.374,1.818
13,2.113,1.322,0.436,0.209,0.146,0.152,0.398,2.179
14,1.444,2.420,0.470,0.225,0.141,0.148,0.301,1.962
15,1.388,1.600,0.437,0.198,0.163,0.953,0.425,1.577
16,1.472,2.618,0.488,0.212,0.128,0.138,0.274,1.926
17,0.976,3.003,0.407,0.216,0.146,0.126,0.396,1.790
18,1.162,2.770,0.434,0.167,0.126,0.983,0.290,2.313
19,1.041,2.781,0.289,0.192,0.138,0.109,0.297,1.574
20,1.769,1.668,0.444,0.187,0.158,0.956,0.354,1.872
21,1.068,2.806,0.488,0.203,0.142,0.151,0.310,2.165
22,1.280,3.092,0.447,0.215,0.120,0.140,0.301,2.003
23,1.811,2.869,0.455,0.213,0.121,0.608,0.306,1.871
24,1.696,3.221,0.507,0.213,0.111,0.241,0.367,1.936
25,1.129,2.754,0.326,0.181,0.098,0.171,0.394,1.768
26,0.840,2.459,0.457,0.205,0.109,0.234,0.361,1.567
27,1.536,3.187,0.439,0.174,0.101,0.169,0.342,1.940
28,1.440,2.164,0.456,0.214,0.147,0.168,0.365,1.469
29,1.295,3.027,0.516,0.165,0.146,0.170,0.396,1.680
30,1.795,2.793,0.492,0.157,0.113,0.483,0.333,1.841
31,1.211,2.105,0.366,0.238,0.103,0.156,0.294,2.198
32,1.619,1.411,0.421,0.190,0.234,0.364,0.268,1.614
33,1.549,2.366,0.362,0.235,0.126,0.162,0.302,1.561
34,1.157,1.983,0.369,0.158,0.142,0.129,0.271,1.378
35,1.160,2.394,0.403,0.202,0.122,0.145,0.326,1.691
36,1.180,1.600,0.459,0.249,0.185,0.121,0.275,1.528
37,0.926,2.519,0.416,0.174,0.158,0.217,0.319,2.020
38,1.400,3.030,0.539,0.234,0.124,0.237,0.394,1.648
39,1.597,2.836,0.469,0.209,0.100,0.151,0.407,1.820
40,1.001,3.087,0.440,0.176,0.271,0.528,0.282,1.972
41,1.980,2.846,0.618,0.159,0.160,0.109,0.370,1.979
42,0.705,1.817,0.465,0.217,0.143,0.369,0.395,2.191
43,1.389,1.705,0.556,0.223,0.117,0.646,0.554,0.791
44,1.508,3.117,0.509,0.198,0.163,0.155,0.338,2.224
45,1.130,1.576,0.540,0.213,0.166,0.965,0.226,2.246
46,0.810,2.989,0.307,0.200,0.126,0.192,0.293,1.960
47,1.004,2.479,0.623,0.243,0.141,0.128,0.420,2.070
48,1.270,1.552,0.462,0.269,0.130,0.142,0.269,0.961
49,1.059,2.790,0.336,0.223,0.164,0.107,0.364,1.731
50,1.501,2.309,0.403,0.233,0.156,1.840,0.340,1.651
51,1.509,2.418,0.587,0.187,0.156,0.243,0.312,1.640
52,1.697,1.582,0.489,0.196,0.146,0.146,0.337,1.978
53,1.191,3.016,0.268,0.247,0.177,0.288,0.364,1.462
54,1.474,2.432,0.346,0.200,0.165,0.441,0.398,1.828
55,1.061,2.154,0.424,0.196,0.136,0.157,0.291,1.733
56,1.037,2.678,0.485,0.256,0.146,0.129,0.329,1.422
57,1.690,2.512,0.499,0.222,0.169,1.246,0.269,1.322
58,1.522,1.892,0.297,0.208,0.114,0.976,0.345,1.630
59,1.018,2.981,0.452,0.196,0.137,1.186,0.333,2.030
60,1.003,2.952,0.547,0.176,0.179,0.154,0.316,2.087
61,1.291,2.681,0.441,0.194,0.104,0.518,0.402,2.134
62,1.419,3.017,0.310,0.263,0.107,1.456,0.309,2.186
63,1.228,2.049,0.417,0.153,0.132,0.213,0.395,2.215
