,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.98,-1.86,-1.38,-3.28,-4.21,0.86,1.15,1.08
SVWP,0.98,,-3.73,-2.29,-5.12,-6.54,-0.39,0.07,-0.13
DCC_joint,-1.86,-3.73,,-0.22,-2.46,-4.17,5.46,4.91,6.30
SW_cross_validated,-1.38,-2.29,-0.22,,-1.07,-1.64,2.32,2.49,2.50
SW_15,-3.28,-5.12,-2.46,-1.07,,-0.91,6.56,6.19,7.11
SW_30,-4.21,-6.54,-4.17,-1.64,-0.91,,9.52,8.33,10.49
SW_60,0.86,-0.39,5.46,2.32,6.56,9.52,,0.63,0.50
SW_120,1.15,0.07,4.91,2.49,6.19,8.33,0.63,,-0.30
sFC,1.08,-0.13,6.30,2.50,7.11,10.49,0.50,-0.30,
