,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.44,0.83,0.62,1.47,1.88,0.38,0.51,0.49
SVWP,0.44,,1.67,1.02,2.29,2.92,0.17,0.03,0.06
DCC_joint,0.83,1.67,,0.10,1.10,1.87,2.44,2.19,2.82
SW_cross_validated,0.62,1.02,0.10,,0.48,0.73,1.04,1.12,1.12
SW_15,1.47,2.29,1.10,0.48,,0.41,2.93,2.77,3.18
SW_30,1.88,2.92,1.87,0.73,0.41,,4.26,3.73,4.69
SW_60,0.38,0.17,2.44,1.04,2.93,4.26,,0.28,0.23
SW_120,0.51,0.03,2.19,1.12,2.77,3.73,0.28,,0.13
sFC,0.49,0.06,2.82,1.12,3.18,4.69,0.23,0.13,
