,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.0581,0.0000,0.0108,0.0695,0.0456,0.1284
SVWP,0.4595,-,1.,0.0112,0.0000,0.0037,0.0155,0.0083,0.1996
DCC_joint,1.3633,0.9694,-,0.0011,0.0000,0.0008,0.0018,0.0008,1.
SW_cross_validated,-3.7065,-4.4475,-5.5156,-,0.0035,1.,1.,1.,0.0000
SW_15,-8.5476,-9.5989,-10.8137,-4.9796,-,1.,0.0079,0.0034,0.0000
SW_30,-4.4642,-4.9546,-5.6596,-1.7869,1.8789,-,1.,1.,0.0000
SW_60,-3.6265,-4.3018,-5.2844,-0.1205,4.6033,1.6447,-,1.,0.0000
SW_120,-3.8155,-4.5811,-5.6764,-0.0576,4.9907,1.7588,0.0677,-,0.0000
sFC,3.3497,3.1494,2.2298,7.7896,13.3039,7.0952,7.356,8.013,-
