,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.49,-4.20,-6.16,-3.65,-7.26,-6.57,2.54,2.31
DCC_joint,,-4.49,,0.49,-3.16,2.15,-5.46,-3.95,15.42,17.27
DCC_bivariate_loop,,-4.20,0.49,,-3.58,1.51,-5.84,-4.35,14.32,15.81
SW_cross_validated,,-6.16,-3.16,-3.58,,5.90,-1.93,-0.68,19.47,22.15
SW_15,,-3.65,2.15,1.51,5.90,,-9.36,-7.01,16.60,20.74
SW_30,,-7.26,-5.46,-5.84,-1.93,-9.36,,1.25,25.60,31.96
SW_60,,-6.57,-3.95,-4.35,-0.68,-7.01,1.25,,21.31,24.81
SW_120,,2.54,15.42,14.32,19.47,16.60,25.60,21.31,,-1.08
sFC,,2.31,17.27,15.81,22.15,20.74,31.96,24.81,-1.08,
