,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.8132e-04,5.4119e-04,8.0670e-06,1.8147e-03,9.5255e-07,3.6158e-06,2.0397e-02,3.2939e-02
DCC_joint,,2.8132e-04,,6.3099e-01,5.3756e-03,4.5191e-02,3.4350e-05,9.3458e-04,8.1242e-12,1.1972e-12
DCC_bivariate_loop,,5.4119e-04,6.3099e-01,,2.1565e-03,1.4715e-01,1.5658e-05,3.8207e-04,2.7952e-11,5.3081e-12
SW_cross_validated,,8.0670e-06,5.3756e-03,2.1565e-03,,1.3806e-05,6.9016e-02,5.0463e-01,1.5326e-13,1.6380e-14
SW_15,,1.8147e-03,4.5191e-02,1.4715e-01,1.3806e-05,,2.4364e-08,1.5324e-06,2.3411e-12,5.1361e-14
SW_30,,9.5255e-07,3.4350e-05,1.5658e-05,6.9016e-02,2.4364e-08,,2.2673e-01,1.3078e-15,2.6143e-17
SW_60,,3.6158e-06,9.3458e-04,3.8207e-04,5.0463e-01,1.5324e-06,2.2673e-01,,3.2102e-14,2.2622e-15
SW_120,,2.0397e-02,8.1242e-12,2.7952e-11,1.5326e-13,2.3411e-12,1.3078e-15,3.2102e-14,,2.9355e-01
sFC,,3.2939e-02,1.1972e-12,5.3081e-12,1.6380e-14,5.1361e-14,2.6143e-17,2.2622e-15,2.9355e-01,
