,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.99,1.41,2.26,9.49,6.46,4.33,2.82,0.57
DCC_joint,,0.99,,0.67,1.85,13.01,8.50,5.20,2.62,0.37
DCC_bivariate_loop,,1.41,0.67,,1.20,11.08,6.94,3.96,1.90,0.86
SW_cross_validated,,2.26,1.85,1.20,,8.15,4.56,2.02,0.59,1.82
SW_15,,9.49,13.01,11.08,8.15,,4.97,8.43,7.71,9.85
SW_30,,6.46,8.50,6.94,4.56,4.97,,3.54,3.99,6.48
SW_60,,4.33,5.20,3.96,2.02,8.43,3.54,,1.37,4.09
SW_120,,2.82,2.62,1.90,0.59,7.71,3.99,1.37,,2.42
sFC,,0.57,0.37,0.86,1.82,9.85,6.48,4.09,2.42,
