,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.45,4.50,-0.66,6.70,1.30,-1.55,0.71,56.96
DCC_joint,,4.45,,0.28,-5.36,2.25,-2.72,-5.70,-4.62,43.54
DCC_bivariate_loop,,4.50,0.28,,-5.33,1.87,-2.87,-5.69,-4.61,39.48
SW_cross_validated,,-0.66,-5.36,-5.33,,7.70,1.94,-1.04,1.65,67.34
SW_15,,6.70,2.25,1.87,7.70,,-4.79,-7.83,-7.18,38.10
SW_30,,1.30,-2.72,-2.87,1.94,-4.79,,-2.61,-0.92,43.59
SW_60,,-1.55,-5.70,-5.69,-1.04,-7.83,-2.61,,2.51,54.45
SW_120,,0.71,-4.62,-4.61,1.65,-7.18,-0.92,2.51,,86.98
sFC,,56.96,43.54,39.48,67.34,38.10,43.59,54.45,86.98,
