,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,55,81,65,47,31,23,27,55
1,45,75,49,35,29,31,73,41
2,41,63,23,35,25,95,27,79
3,43,97,29,27,27,41,87,69
4,55,81,71,35,37,33,23,45
5,89,75,81,39,39,49,21,81
6,99,79,27,35,31,41,29,29
7,77,69,33,47,25,29,45,63
8,97,99,67,29,29,33,57,99
9,85,27,53,33,29,27,79,37
10,99,89,49,25,39,49,29,53
11,73,79,21,21,27,23,73,33
12,53,85,39,35,29,41,35,61
13,51,59,41,31,31,29,29,81
14,43,99,37,25,31,21,45,85
15,97,55,47,29,27,33,41,39
16,49,93,69,21,21,33,93,91
17,25,61,39,59,29,25,89,95
18,67,63,55,27,27,39,53,29
19,79,51,77,39,39,29,35,81
20,93,99,33,27,25,51,31,79
21,55,65,41,39,25,41,35,41
22,95,29,75,29,21,73,33,99
23,99,93,79,21,21,21,59,85
24,83,41,31,39,21,99,33,77
25,57,95,83,25,37,27,35,97
26,59,81,37,31,21,25,75,91
27,63,41,63,31,21,27,57,69
28,39,81,87,31,29,23,49,93
29,77,45,31,27,21,55,33,91
30,49,91,53,37,25,45,95,77
31,99,95,39,47,25,31,33,99
32,69,61,35,33,23,45,27,65
33,83,49,37,33,25,21,85,29
34,63,35,33,43,31,49,49,85
35,99,55,39,41,31,45,43,69
36,97,75,35,23,21,29,49,99
37,71,99,63,45,25,21,57,99
38,97,69,55,35,33,25,97,53
39,51,99,35,27,51,37,61,81
40,91,75,65,37,25,81,45,81
41,49,39,41,25,25,35,21,97
42,83,41,39,27,35,37,91,75
43,97,45,51,53,25,43,21,37
44,83,37,47,41,21,35,31,31
45,43,25,31,25,41,33,47,55
46,91,43,45,39,27,29,57,81
47,35,39,37,25,25,25,37,63
48,73,81,37,47,31,43,41,49
49,81,99,71,27,23,47,85,87
50,89,93,67,39,25,43,21,35
51,91,95,29,21,25,45,33,57
52,61,33,21,31,27,31,21,33
53,93,95,53,35,25,99,37,43
54,89,91,79,31,25,33,99,45
55,79,49,71,29,21,43,89,91
56,99,29,75,23,25,53,57,23
57,71,87,61,35,29,21,35,41
58,61,99,43,33,27,67,61,59
59,99,85,47,37,23,41,25,97
60,99,63,53,23,27,33,33,99
61,99,37,51,33,37,25,69,47
62,89,79,53,37,23,27,25,99
63,51,67,47,23,25,33,29,73
64,75,39,43,21,33,43,99,55
65,85,27,27,47,21,23,25,27
66,69,43,65,27,27,55,57,47
67,99,97,27,41,37,33,27,29
68,65,89,61,21,39,27,43,55
69,63,29,25,21,21,33,67,25
70,57,99,39,21,25,21,95,71
71,61,95,31,33,25,31,39,73
72,75,35,57,31,41,99,79,91
73,93,85,35,27,35,29,41,21
74,27,85,39,27,21,31,53,35
75,81,59,51,23,33,43,31,99
76,83,85,59,29,43,89,31,81
77,81,47,43,39,23,95,45,61
78,31,59,43,33,23,49,75,93
