,0,1,2
0,1.00,,
1,0.75,0.25,
2,1.00,,
3,1.00,,
4,0.99,0.01,
5,1.00,,
6,1.00,,
7,1.00,,
8,1.00,,
9,1.00,,
10,1.00,,
11,1.00,,
12,0.99,0.01,
13,1.00,,
14,1.00,,
15,1.00,,
16,1.00,,
17,0.52,0.47,0.01
18,1.00,,
19,1.00,,
20,1.00,,
21,0.65,0.35,
22,1.00,,
23,0.71,0.29,
24,1.00,,
25,0.76,0.24,
26,1.00,0.00,
27,1.00,,
28,0.63,0.22,0.15
29,1.00,,
30,0.97,0.03,
31,0.76,0.24,0.00
32,1.00,,
33,0.62,0.38,
34,1.00,,
35,1.00,,
36,1.00,,
37,1.00,,
38,0.60,0.40,
39,1.00,,
40,1.00,,
41,1.00,,
42,0.93,0.01,0.06
43,1.00,,
44,1.00,,
45,1.00,,
46,0.55,0.45,
47,1.00,,
48,1.00,,
49,1.00,,
50,1.00,,
51,1.00,,
52,0.99,0.01,
53,1.00,,
54,0.95,0.05,
55,1.00,,
56,0.83,0.17,
57,0.97,0.02,0.01
58,1.00,,
59,1.00,,
60,0.67,0.33,
61,1.00,0.00,
62,1.00,,
63,1.00,,
64,1.00,,
65,1.00,,
66,1.00,,
67,1.00,,
68,0.28,0.72,
69,1.00,,
70,0.94,0.07,
71,1.00,0.00,
72,1.00,,
73,0.57,0.43,
74,1.00,,
75,1.00,,
76,1.00,0.00,
77,0.79,0.20,0.00
78,1.00,,
79,0.80,0.20,
80,0.99,0.01,
81,1.00,,
82,0.47,0.51,0.02
83,0.35,0.45,0.20
84,1.00,,
85,1.00,,
86,0.71,0.29,
87,1.00,,
88,1.00,,
89,0.95,0.05,
90,1.00,0.00,
91,1.00,,
92,1.00,,
93,1.00,,
94,0.95,0.05,
95,1.00,,
96,0.99,0.01,
97,1.00,,
98,1.00,,
99,0.92,0.08,
100,1.00,,
101,1.00,,
102,0.82,0.06,0.12
103,1.00,0.00,
104,1.00,,
105,0.93,0.07,
106,0.96,0.04,0.01
107,1.00,,
108,1.00,,
109,0.99,0.01,
110,1.00,,
111,0.65,0.09,0.26
112,1.00,,
113,0.85,0.15,
114,0.98,0.01,
115,1.00,,
116,0.76,0.24,
117,0.94,0.06,0.00
118,0.99,0.01,
119,1.00,0.00,
120,0.88,0.12,
121,1.00,,
122,0.96,0.04,
123,1.00,,
124,1.00,,
125,1.00,,
126,0.94,0.06,
127,1.00,,
128,1.00,,
129,0.85,0.15,
130,1.00,,
131,1.00,,
132,0.98,0.00,0.01
133,0.92,0.08,
134,1.00,0.00,
135,1.00,,
136,0.99,0.01,
137,0.86,0.14,
138,1.00,,
139,1.00,,
140,1.00,,
141,1.00,,
142,0.88,0.12,
143,0.99,0.00,0.01
144,1.00,0.00,
145,1.00,,
146,1.00,,
147,1.00,,
148,1.00,,
149,0.99,0.01,
150,1.00,,
151,0.99,0.01,
152,0.88,0.12,
153,0.84,0.16,
154,0.99,0.01,
155,1.00,,
156,1.00,,
157,1.00,,
158,1.00,,
159,1.00,,
160,0.99,0.01,
161,1.00,0.00,
162,1.00,,
163,1.00,,
164,1.00,0.00,
165,0.97,0.03,
166,1.00,,
167,1.00,,
168,1.00,0.00,
169,1.00,,
170,1.00,0.00,
171,1.00,,
172,1.00,,
173,0.48,0.52,
174,0.86,0.14,
175,1.00,0.00,
176,1.00,0.00,
177,1.00,,
178,0.80,0.20,
179,1.00,,
180,1.00,,
181,0.56,0.44,
182,1.00,,
183,0.99,0.01,
184,0.96,0.04,
185,0.74,0.26,
186,1.00,,
187,0.99,0.01,
188,1.00,,
189,1.00,,
190,1.00,,
191,1.00,0.00,
192,1.00,0.00,
193,1.00,,
194,0.71,0.29,
195,1.00,,
196,1.00,,
197,1.00,,
198,1.00,,
199,1.00,,
200,1.00,,
201,1.00,,
202,0.82,0.18,
203,0.99,0.01,
204,0.74,0.25,0.02
205,0.99,0.01,
206,1.00,,
207,1.00,,
208,0.57,0.43,
209,1.00,,
210,0.94,0.06,
211,1.00,,
212,1.00,,
213,1.00,,
214,1.00,,
215,0.90,0.09,0.01
216,1.00,,
217,0.91,0.07,0.02
218,0.96,0.04,
219,1.00,,
220,1.00,,
221,1.00,,
222,1.00,,
223,0.74,0.24,0.02
224,1.00,,
225,1.00,,
226,0.99,0.01,
227,1.00,,
228,0.69,0.20,0.10
229,1.00,,
230,1.00,,
231,0.99,0.01,
232,1.00,,
233,1.00,,
234,1.00,,
235,1.00,,
236,1.00,,
237,1.00,0.00,
238,1.00,,
239,1.00,,
240,1.00,,
241,1.00,,
242,1.00,,
243,1.00,,
244,1.00,,
245,1.00,,
246,0.49,0.51,
247,0.76,0.24,
248,1.00,,
249,1.00,0.00,
250,1.00,,
251,0.98,0.02,
252,0.71,0.29,
253,0.67,0.33,
254,1.00,,
255,1.00,,
256,0.98,0.02,
257,0.99,0.01,
258,1.00,,
259,1.00,0.00,
260,0.96,0.04,
261,1.00,,
262,1.00,,
263,0.94,0.06,
264,0.97,0.02,0.01
265,1.00,,
266,0.87,0.13,
267,1.00,,
268,1.00,,
269,1.00,,
270,1.00,,
271,0.73,0.27,
272,1.00,,
273,1.00,,
274,0.79,0.21,
275,1.00,,
276,1.00,,
277,0.66,0.21,0.12
278,0.78,0.22,
279,1.00,,
280,1.00,,
281,0.86,0.14,
282,1.00,,
283,0.99,0.01,
284,1.00,,
285,1.00,,
286,1.00,,
287,1.00,,
288,1.00,,
289,1.00,0.00,
290,0.96,0.04,
291,0.99,0.01,
292,1.00,,
293,1.00,0.00,
294,0.62,0.38,
295,1.00,0.00,
296,0.99,0.01,
297,1.00,0.00,
298,1.00,,
299,1.00,0.00,
300,1.00,,
301,1.00,,
302,1.00,0.00,
303,1.00,,
304,1.00,,
305,1.00,,
306,1.00,0.00,
307,0.72,0.25,0.03
308,1.00,,
309,1.00,,
310,1.00,,
311,0.98,0.02,
312,1.00,,
313,1.00,,
314,0.52,0.20,0.28
315,1.00,,
316,0.65,0.35,
317,0.86,0.12,0.01
318,1.00,,
319,1.00,,
320,1.00,,
321,1.00,,
322,1.00,,
323,1.00,0.00,
324,0.98,0.02,
325,1.00,,
326,1.00,,
327,0.58,0.42,
328,1.00,,
329,1.00,,
330,1.00,,
331,1.00,,
332,1.00,,
333,1.00,,
334,0.99,0.01,
335,0.81,0.19,
336,1.00,,
337,1.00,,
338,1.00,,
339,1.00,,
340,1.00,,
341,1.00,,
342,1.00,,
343,0.76,0.23,0.01
344,0.61,0.20,0.20
345,1.00,,
346,0.57,0.38,0.05
347,1.00,,
348,1.00,,
349,0.94,0.06,
350,1.00,,
351,1.00,,
352,1.00,,
353,1.00,0.00,
354,1.00,,
355,1.00,,
356,1.00,,
357,1.00,,
358,1.00,,
359,1.00,,
360,1.00,,
361,1.00,,
362,1.00,,
363,1.00,,
364,0.83,0.17,
365,1.00,,
366,1.00,,
367,0.94,0.04,0.02
368,0.93,0.07,
369,0.82,0.18,
370,1.00,,
371,1.00,,
372,1.00,,
373,0.99,0.01,
374,0.99,0.01,
375,1.00,,
376,0.61,0.39,
377,0.56,0.44,
378,1.00,,
379,1.00,,
380,1.00,,
381,1.00,0.00,
382,1.00,,
383,1.00,,
384,1.00,,
385,1.00,,
386,1.00,,
387,1.00,,
388,1.00,,
389,1.00,,
390,0.99,0.01,
391,0.89,0.11,
392,0.58,0.41,0.00
393,0.99,0.01,
394,1.00,,
395,1.00,,
396,0.93,0.07,
397,1.00,,
398,1.00,,
399,0.96,0.04,
400,1.00,,
401,0.76,0.24,
402,1.00,0.00,
403,1.00,,
404,1.00,,
405,1.00,,
406,1.00,,
407,0.96,0.00,0.04
408,0.99,0.01,
409,0.99,0.01,0.00
410,1.00,0.00,
411,1.00,,
412,0.82,0.01,0.18
413,1.00,,
414,0.79,0.21,
415,1.00,,
416,0.96,0.04,
417,1.00,,
418,1.00,,
419,1.00,0.00,
420,1.00,,
421,1.00,,
422,0.97,0.03,
423,1.00,,
424,1.00,,
425,1.00,,
426,0.99,0.01,
427,1.00,,
428,1.00,,
429,0.82,0.18,
430,0.96,0.04,
431,0.93,0.07,
432,1.00,,
433,1.00,,
434,0.99,0.01,
435,1.00,,
436,1.00,,
437,1.00,,
438,1.00,,
439,1.00,,
440,1.00,,
441,0.93,0.07,
442,1.00,,
443,1.00,,
444,1.00,,
445,1.00,0.00,
446,1.00,0.00,
447,0.69,0.31,
448,0.65,0.35,
449,1.00,,
450,1.00,0.00,
451,0.90,0.10,
452,1.00,,
453,1.00,,
454,1.00,,
455,1.00,,
456,1.00,,
457,1.00,,
458,0.96,0.04,
459,0.99,0.01,
460,1.00,,
461,0.98,0.02,
462,1.00,,
463,0.77,0.23,
464,0.98,0.02,
465,1.00,,
466,1.00,,
467,1.00,,
468,1.00,,
469,1.00,,
470,1.00,,
471,0.91,0.09,
472,1.00,,
473,1.00,,
474,0.46,0.54,
475,0.97,0.03,
476,1.00,,
477,1.00,,
478,0.82,0.18,
479,0.73,0.27,
480,1.00,,
481,0.92,0.07,0.00
482,1.00,,
483,0.91,0.09,
484,1.00,,
485,1.00,,
486,1.00,,
487,0.97,0.03,
488,0.98,0.01,
489,1.00,,
490,1.00,,
491,0.66,0.34,
492,1.00,,
493,1.00,,
494,1.00,,
495,0.76,0.24,
496,0.52,0.48,
497,1.00,,
498,1.00,,
499,1.00,,
500,1.00,,
501,1.00,,
502,1.00,,
503,0.94,0.06,
504,1.00,,
505,0.73,0.27,
506,1.00,,
507,1.00,,
508,1.00,,
509,0.99,0.01,
510,0.76,0.24,
511,1.00,0.00,
512,1.00,,
513,1.00,,
514,0.89,0.11,
515,0.99,0.01,
516,0.96,0.04,
517,0.99,0.01,
518,1.00,,
519,0.92,0.08,
520,1.00,,
521,1.00,,
522,1.00,,
523,1.00,,
524,0.57,0.43,
525,1.00,,
526,1.00,0.00,
527,0.95,0.05,
528,1.00,,
529,1.00,,
530,1.00,,
531,1.00,,
532,1.00,,
533,0.69,0.31,
534,0.92,0.09,
535,0.95,0.02,0.04
536,0.98,0.01,
537,1.00,,
538,1.00,,
539,1.00,,
540,1.00,0.00,
541,0.99,0.01,
542,0.95,0.05,
543,1.00,,
544,1.00,0.00,
545,1.00,,
546,0.94,0.06,
547,1.00,,
548,1.00,,
549,1.00,,
550,0.72,0.28,
551,0.82,0.17,
552,0.96,0.04,
553,1.00,,
554,1.00,0.00,
555,1.00,,
556,1.00,0.00,
557,0.99,0.01,
558,1.00,,
559,1.00,,
560,1.00,,
561,0.69,0.31,
562,1.00,,
563,1.00,,
564,0.92,0.08,
565,1.00,,
566,1.00,0.00,
567,1.00,,
568,1.00,,
569,1.00,,
570,1.00,,
571,1.00,,
572,1.00,,
573,1.00,,
574,0.83,0.17,0.00
575,0.38,0.62,
576,1.00,,
577,1.00,,
578,1.00,,
579,1.00,,
580,1.00,,
581,1.00,,
582,0.99,0.01,
583,1.00,,
584,1.00,,
585,0.99,0.01,
586,1.00,,
587,1.00,,
588,1.00,,
589,0.81,0.20,
590,1.00,,
591,1.00,,
592,1.00,,
593,1.00,,
594,1.00,,
595,1.00,,
596,1.00,,
597,1.00,,
598,0.86,0.14,0.00
599,0.96,0.04,
600,0.99,0.01,
601,1.00,,
602,1.00,,
603,1.00,,
604,1.00,,
605,1.00,,
606,0.98,0.02,
607,1.00,,
608,0.78,0.22,
609,0.80,0.20,
610,1.00,,
611,1.00,,
612,0.65,0.24,0.12
613,0.91,0.06,0.03
614,1.00,,
615,0.99,0.01,
616,0.50,0.50,
617,1.00,,
618,0.37,0.63,
619,1.00,,
620,0.95,0.05,
621,1.00,,
622,0.80,0.20,
623,1.00,0.00,
624,0.49,0.51,
625,1.00,,
626,0.29,0.68,0.04
627,0.93,0.07,
628,0.84,0.16,0.00
629,0.70,0.30,0.00
630,1.00,,
631,1.00,,
632,1.00,,
633,0.99,0.01,
634,1.00,,
635,1.00,,
636,1.00,,
637,1.00,,
638,1.00,,
639,1.00,0.00,
640,0.62,0.13,0.25
641,1.00,,
642,1.00,0.00,
643,1.00,,
644,0.82,0.18,
645,1.00,,
646,1.00,,
647,1.00,,
648,1.00,,
649,1.00,,
650,1.00,0.00,
651,1.00,0.00,
652,1.00,,
653,1.00,,
654,0.98,0.02,
655,1.00,,
656,1.00,,
657,1.00,,
658,1.00,,
659,1.00,0.00,
660,1.00,,
661,1.00,,
662,1.00,,
663,0.96,0.04,
664,1.00,,
665,0.72,0.28,
666,1.00,,
667,1.00,,
668,0.87,0.13,0.00
669,0.84,0.16,
670,1.00,,
671,1.00,0.00,
672,1.00,,
673,1.00,,
674,1.00,,
675,1.00,,
676,0.49,0.51,
677,1.00,,
678,1.00,,
679,1.00,,
680,0.93,0.07,
681,0.99,0.01,
682,1.00,,
683,1.00,,
684,1.00,,
685,1.00,,
686,1.00,0.00,
687,1.00,,
688,0.99,0.00,0.00
689,1.00,,
690,1.00,,
691,0.98,0.01,0.00
692,1.00,,
693,0.72,0.28,
694,1.00,,
695,0.96,0.00,0.04
696,1.00,,
697,0.87,0.13,
698,0.60,0.40,
699,1.00,,
700,1.00,,
701,1.00,0.00,
702,1.00,,
703,1.00,,
704,1.00,,
705,0.94,0.06,
706,1.00,,
707,0.75,0.25,
708,1.00,,
709,1.00,,
710,0.81,0.18,
711,0.99,0.01,
712,0.64,0.36,
713,1.00,,
714,0.75,0.25,
715,0.56,0.43,
716,0.66,0.34,
717,1.00,,
718,0.81,0.19,0.01
719,1.00,,
720,0.81,0.19,
721,1.00,,
722,1.00,,
723,1.00,,
724,1.00,,
725,1.00,,
726,1.00,,
727,0.99,0.01,
728,0.77,0.23,
729,1.00,,
730,1.00,,
731,1.00,,
732,1.00,,
733,1.00,,
734,1.00,,
735,1.00,,
736,1.00,,
737,0.97,0.03,0.00
738,1.00,,
739,1.00,,
740,1.00,,
741,1.00,,
742,1.00,,
743,1.00,,
744,0.98,0.01,0.00
745,1.00,,
746,0.96,0.04,
747,1.00,,
748,0.96,0.04,
749,0.65,0.35,
750,0.81,0.19,
751,1.00,,
752,0.61,0.39,
753,0.96,0.04,
754,1.00,,
755,1.00,,
756,0.44,0.56,
757,1.00,,
758,1.00,,
759,1.00,,
760,1.00,,
761,1.00,,
762,1.00,,
763,0.99,0.01,
764,1.00,,
765,0.98,0.02,
766,1.00,,
767,1.00,,
768,1.00,,
769,1.00,,
770,1.00,,
771,0.54,0.46,
772,0.57,0.43,
773,1.00,0.00,
774,0.34,0.66,
775,1.00,,
776,1.00,,
777,0.66,0.34,
778,1.00,,
779,1.00,0.00,
780,0.99,0.01,
781,1.00,,
782,1.00,,
783,0.68,0.32,
784,1.00,,
785,1.00,,
786,1.00,0.00,
787,1.00,,
788,0.69,0.32,
789,0.83,0.01,0.16
790,1.00,,
791,1.00,0.00,
792,0.99,0.00,0.00
793,1.00,,
794,0.98,0.02,
795,1.00,,
796,0.98,0.02,
797,0.59,0.41,
798,0.81,0.19,
799,1.00,,
800,1.00,,
801,0.95,0.05,
802,0.95,0.05,
803,1.00,,
804,1.00,,
805,0.56,0.44,
806,0.99,0.01,
807,0.78,0.22,
808,1.00,0.00,
809,1.00,,
810,0.47,0.53,
811,1.00,,
