,0,1,2
0,0.59,0.02,0.39
1,0.50,0.49,0.00
2,0.99,0.01,
3,0.10,0.90,
4,0.47,0.53,
5,0.54,0.46,
6,0.25,0.24,0.52
7,0.16,0.74,0.10
8,0.59,0.18,0.23
9,0.95,0.05,
10,0.98,0.01,0.01
11,1.00,,
12,0.48,0.01,0.51
13,0.83,0.17,
14,1.00,,
15,1.00,,
16,0.14,0.44,0.42
17,0.33,0.52,0.15
18,0.27,0.59,0.15
19,0.96,0.04,
20,0.26,0.39,0.35
21,0.59,0.41,
22,1.00,,
23,0.56,0.43,0.01
24,0.98,0.02,
25,0.49,0.21,0.30
26,0.49,0.29,0.21
27,1.00,0.00,
28,0.67,0.07,0.26
29,0.71,0.26,0.03
30,0.57,0.43,
31,0.47,0.25,0.28
32,0.41,0.32,0.27
33,0.71,0.10,0.19
34,0.81,0.02,0.16
35,0.98,0.01,
36,0.16,0.82,0.02
37,0.56,0.26,0.17
38,0.06,0.52,0.42
39,0.99,0.01,
40,1.00,,
41,0.95,0.04,
42,0.22,0.44,0.34
43,0.98,0.02,
44,0.92,0.08,
45,0.39,0.55,0.06
46,0.32,0.68,
47,0.18,0.64,0.18
48,0.81,0.19,
49,0.12,0.88,
50,0.85,0.15,
51,0.16,0.13,0.71
52,0.76,0.24,
53,0.24,0.25,0.51
54,0.83,0.17,0.00
55,0.97,0.03,
56,0.29,0.71,
57,0.79,0.03,0.18
58,0.09,0.91,
59,0.80,0.20,
60,0.53,0.32,0.15
61,0.49,0.09,0.42
62,0.75,0.25,
63,0.93,0.07,
64,0.70,0.30,
65,0.28,0.63,0.10
66,1.00,,
67,0.93,0.07,
68,0.61,0.31,0.08
69,0.99,0.01,
70,0.48,0.52,
71,0.92,0.04,0.04
72,1.00,,
73,0.56,0.40,0.05
74,0.40,0.50,0.10
75,1.00,,
76,0.55,0.45,
77,0.23,0.45,0.33
78,0.01,0.99,
79,0.51,0.40,0.09
80,0.78,0.20,0.03
81,0.23,0.43,0.34
82,0.67,0.08,0.26
83,0.49,0.24,0.27
84,1.00,,
85,0.98,0.02,
86,0.53,0.47,
87,0.94,0.06,
88,0.04,0.02,0.94
89,0.85,0.15,0.00
90,0.76,0.24,
91,1.00,0.00,
92,0.17,0.78,0.05
93,0.28,0.20,0.51
94,0.57,0.43,
95,0.24,0.18,0.58
96,0.35,0.36,0.29
97,0.56,0.38,0.06
98,0.44,0.26,0.30
99,0.49,0.51,
100,0.03,0.20,0.77
101,0.93,0.07,
102,0.47,0.33,0.20
103,0.29,0.68,0.02
104,0.90,0.10,
105,0.73,0.10,0.17
106,0.10,0.42,0.48
107,0.90,0.08,0.02
108,1.00,,
109,0.80,0.05,0.15
110,0.67,0.24,0.09
111,0.30,0.14,0.57
112,0.88,0.12,
113,0.54,0.36,0.09
114,0.81,0.20,
115,0.24,0.49,0.27
116,0.26,0.74,
117,0.09,0.74,0.17
118,0.08,0.23,0.69
119,0.55,0.45,0.00
120,0.42,0.25,0.33
121,0.50,0.29,0.21
122,0.64,0.30,0.06
123,0.15,0.03,0.81
124,1.00,,
125,1.00,,
126,0.44,0.40,0.17
127,0.29,0.50,0.21
128,0.92,0.08,
129,0.55,0.23,0.23
130,1.00,,
131,0.93,0.07,
132,0.34,0.42,0.24
133,0.20,0.40,0.40
134,0.80,0.06,0.14
135,0.98,0.01,
136,0.24,0.57,0.19
137,0.31,0.24,0.45
138,0.95,0.05,
139,0.95,0.05,
140,0.80,0.16,0.03
141,1.00,,
142,0.83,0.17,
143,0.18,0.35,0.47
144,0.51,0.03,0.46
145,0.28,0.24,0.48
146,0.93,0.07,
147,0.06,0.09,0.85
148,0.21,0.49,0.30
149,0.70,0.30,
150,0.93,0.07,
151,0.03,0.25,0.71
152,0.53,0.47,
153,0.72,0.19,0.09
154,0.40,0.56,0.04
155,0.79,0.21,
156,0.75,0.20,0.05
157,0.90,0.09,0.01
158,0.83,0.17,
159,0.46,0.43,0.11
160,0.19,0.33,0.48
161,0.59,0.41,
162,0.83,0.17,
163,0.14,0.86,
164,0.14,0.86,
165,0.30,0.25,0.45
166,1.00,,
167,1.00,,
168,0.86,0.14,
169,0.94,0.06,
170,0.76,0.20,0.04
171,1.00,,
172,0.23,0.66,0.11
173,0.38,0.61,0.01
174,0.59,0.39,0.02
175,0.39,0.61,
176,0.97,0.03,
177,0.78,0.22,
178,0.64,0.36,0.00
179,0.13,0.44,0.43
180,0.36,0.52,0.12
181,0.61,0.24,0.16
182,0.49,0.51,
183,0.24,0.33,0.43
184,0.13,0.87,
185,0.43,0.57,
186,0.54,0.42,0.04
187,0.72,0.28,
188,0.95,0.05,
189,0.97,0.03,
190,0.13,0.87,
191,0.76,0.05,0.19
192,0.31,0.11,0.58
193,0.46,0.45,0.09
194,0.63,0.37,
195,0.89,0.11,
196,0.15,0.85,
197,0.42,0.57,0.01
198,1.00,,
199,0.92,0.08,
200,0.98,0.02,
201,0.57,0.31,0.12
202,0.66,0.16,0.18
203,0.17,0.78,0.05
204,0.26,0.54,0.20
205,0.45,0.28,0.27
206,0.58,0.32,0.10
207,1.00,,
208,0.55,0.32,0.13
209,1.00,0.00,
210,0.18,0.61,0.21
211,0.58,0.09,0.33
212,1.00,,
213,1.00,,
214,0.97,0.03,
215,0.42,0.30,0.28
216,0.92,0.09,
217,0.58,0.14,0.28
218,0.05,0.63,0.32
219,0.62,0.38,
220,0.90,0.10,
221,0.09,0.91,
222,0.51,0.49,0.00
223,0.18,0.58,0.24
224,0.69,0.30,
225,0.11,0.87,0.01
226,0.60,0.36,0.04
227,1.00,,
228,0.38,0.22,0.40
229,0.07,0.93,
230,1.00,,
231,0.34,0.35,0.31
232,0.17,0.17,0.66
233,0.22,0.30,0.48
234,0.10,0.24,0.66
235,0.97,0.03,
236,0.96,0.04,
237,0.72,0.28,
238,1.00,,
239,1.00,,
240,0.39,0.61,
241,0.94,0.06,
242,1.00,0.00,
243,0.69,0.25,0.06
244,0.25,0.67,0.08
245,0.91,0.09,0.00
246,0.49,0.14,0.37
247,0.36,0.51,0.13
248,1.00,,
249,0.81,0.08,0.12
250,0.90,0.10,
251,0.28,0.72,
252,0.28,0.02,0.70
253,0.34,0.66,
254,0.21,0.72,0.08
255,1.00,,
256,0.72,0.06,0.21
257,0.32,0.68,
258,0.98,0.02,
259,0.39,0.44,0.17
260,0.65,0.28,0.07
261,0.27,0.53,0.20
262,0.94,0.06,
263,0.57,0.15,0.27
264,0.46,0.54,
265,1.00,,
266,0.92,0.08,
267,0.97,0.03,
268,0.19,0.32,0.49
269,0.89,0.11,
270,1.00,,
271,0.51,0.49,
272,0.14,0.86,
273,0.95,0.05,
274,0.72,0.28,
275,1.00,,
276,0.21,0.45,0.34
277,0.72,0.14,0.14
278,0.31,0.45,0.23
279,0.58,0.38,0.03
280,0.93,0.07,
281,0.40,0.37,0.23
282,0.31,0.68,0.01
283,0.30,0.38,0.33
284,0.62,0.30,0.08
285,0.91,0.09,
286,0.94,0.07,
287,0.18,0.78,0.04
288,0.83,0.17,
289,0.51,0.49,
290,0.86,0.14,
291,0.55,0.45,
292,0.74,0.26,
293,0.28,0.71,0.01
294,0.63,0.32,0.04
295,0.16,0.74,0.10
296,0.12,0.53,0.35
297,0.85,0.03,0.12
298,0.28,0.09,0.63
299,0.01,0.31,0.68
300,0.99,0.01,
301,0.97,0.03,
302,0.43,0.17,0.40
303,1.00,,
304,0.66,0.34,
305,0.26,0.74,
306,0.52,0.31,0.17
307,0.13,0.36,0.51
308,0.22,0.78,
309,0.38,0.26,0.37
310,0.22,0.15,0.63
311,0.77,0.17,0.06
312,0.51,0.46,0.03
313,0.85,0.15,
314,0.56,0.18,0.27
315,0.20,0.61,0.20
316,0.24,0.26,0.51
317,0.34,0.45,0.21
318,0.76,0.24,
319,0.31,0.43,0.26
320,1.00,,
321,0.99,0.01,
322,0.32,0.66,0.03
323,0.41,0.48,0.11
324,0.40,0.21,0.39
325,1.00,,
326,0.01,0.99,
327,0.63,0.37,
328,1.00,,
329,0.87,0.13,
330,1.00,,
331,0.17,0.21,0.62
332,0.72,0.28,
333,0.60,0.26,0.14
334,0.86,0.14,
335,0.72,0.19,0.10
336,1.00,,
337,1.00,,
338,0.90,0.10,
339,0.97,0.03,
340,0.02,0.98,0.00
341,1.00,,
342,1.00,,
343,0.32,0.57,0.11
344,0.64,0.10,0.26
345,0.05,0.88,0.07
346,0.49,0.30,0.21
347,0.44,0.32,0.24
348,0.47,0.02,0.52
349,0.13,0.42,0.45
350,0.93,0.07,
351,0.98,0.02,
352,0.75,0.01,0.24
353,0.87,0.13,
354,0.00,0.14,0.86
355,0.01,0.27,0.72
356,0.28,0.63,0.08
357,1.00,,
358,1.00,,
359,0.22,0.71,0.07
360,1.00,,
361,0.57,0.38,0.06
362,0.77,0.23,
363,0.92,0.08,
364,0.07,0.71,0.23
365,0.37,0.23,0.40
366,1.00,0.00,
367,0.71,0.09,0.19
368,0.27,0.29,0.44
369,0.34,0.46,0.20
370,0.95,0.05,
371,0.62,0.12,0.26
372,1.00,,
373,0.44,0.11,0.45
374,0.12,0.56,0.32
375,0.78,0.22,
376,0.71,0.21,0.08
377,0.63,0.37,
378,1.00,,
379,0.86,0.14,
380,0.10,0.73,0.18
381,0.77,0.23,
382,1.00,,
383,1.00,,
384,0.91,0.09,
385,0.06,0.94,
386,0.15,0.48,0.37
387,0.94,0.06,
388,0.21,0.73,0.06
389,0.79,0.17,0.04
390,0.34,0.50,0.15
391,0.36,0.28,0.35
392,0.36,0.60,0.04
393,0.49,0.51,
394,0.94,0.07,
395,0.65,0.35,
396,0.74,0.26,
397,0.24,0.76,
398,0.86,0.10,0.04
399,0.53,0.19,0.27
400,0.89,0.11,
401,0.67,0.26,0.07
402,0.24,0.66,0.10
403,1.00,,
404,0.72,0.28,
405,0.17,0.80,0.03
406,0.42,0.10,0.48
407,0.54,0.21,0.25
408,0.69,0.31,
409,0.80,0.20,0.01
410,0.93,0.07,
411,0.91,0.09,
412,0.43,0.25,0.32
413,0.97,0.03,
414,0.29,0.71,
415,1.00,0.00,
416,0.54,0.46,
417,0.75,0.25,
418,0.11,0.89,
419,0.23,0.30,0.47
420,0.95,0.05,
421,0.86,0.14,
422,0.18,0.02,0.80
423,0.94,0.06,
424,0.42,0.58,
425,0.86,0.14,
426,0.09,0.11,0.80
427,0.42,0.58,
428,0.88,0.12,
429,0.75,0.24,0.01
430,0.04,0.48,0.48
431,0.32,0.34,0.34
432,0.37,0.56,0.07
433,0.97,0.03,
434,0.43,0.29,0.28
435,0.93,0.07,
436,1.00,,
437,0.14,0.07,0.79
438,0.97,0.03,
439,1.00,,
440,1.00,,
441,0.50,0.10,0.40
442,0.99,0.01,
443,0.97,0.01,0.01
444,0.91,0.09,
445,0.13,0.64,0.23
446,0.68,0.28,0.04
447,0.54,0.19,0.27
448,0.15,0.43,0.41
449,0.45,0.19,0.36
450,0.36,0.63,0.01
451,0.21,0.45,0.34
452,0.92,0.08,0.01
453,1.00,,
454,0.99,0.01,
455,0.19,0.22,0.59
456,0.16,0.84,
457,1.00,0.00,
458,0.40,0.54,0.06
459,0.22,0.42,0.36
460,0.99,0.01,
461,0.17,0.24,0.59
462,0.93,0.07,
463,0.47,0.54,
464,0.03,0.67,0.30
465,0.17,0.03,0.81
466,0.59,0.41,
467,0.98,0.02,
468,0.63,0.37,
469,1.00,,
470,0.11,0.78,0.11
471,0.37,0.63,
472,0.47,0.41,0.12
473,0.49,0.48,0.03
474,0.70,0.28,0.02
475,0.42,0.44,0.14
476,0.91,0.09,
477,0.31,0.23,0.46
478,0.51,0.41,0.08
479,0.34,0.16,0.49
480,0.34,0.05,0.60
481,0.57,0.28,0.15
482,0.47,0.37,0.16
483,0.21,0.20,0.59
484,0.43,0.03,0.55
485,1.00,,
486,0.85,0.15,
487,0.46,0.54,0.00
488,0.88,0.11,0.01
489,0.07,0.93,
490,0.50,0.49,0.01
491,0.45,0.48,0.07
492,0.93,0.07,
493,0.99,0.01,
494,0.87,0.13,
495,0.43,0.57,
496,0.64,0.33,0.04
497,0.41,0.15,0.44
498,0.15,0.85,
499,0.44,0.45,0.11
500,0.99,0.01,
501,0.89,0.11,
502,0.95,0.05,
503,0.34,0.22,0.44
504,0.80,0.17,0.03
