,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.15,0.34,0.08,0.01,0.01,-0.05,0.06,-0.01,0.04,0.05,0.10,-0.02,-0.04,-0.03
1,-0.15,1.00,-0.13,0.07,-0.10,-0.11,0.11,-0.51,0.10,0.29,0.01,-0.22,-0.13,-0.08,-0.10
2,0.34,-0.13,1.00,0.03,0.15,-0.02,-0.09,0.07,0.03,-0.03,-0.04,-0.08,0.03,0.19,0.06
3,0.08,0.07,0.03,1.00,-0.01,0.02,0.06,-0.05,-0.03,0.00,0.13,-0.02,0.02,0.07,0.06
4,0.01,-0.10,0.15,-0.01,1.00,-0.14,-0.18,0.12,-0.16,-0.02,-0.10,0.16,-0.07,-0.06,0.03
5,0.01,-0.11,-0.02,0.02,-0.14,1.00,0.21,0.13,0.10,-0.14,0.06,0.08,0.14,-0.07,-0.04
6,-0.05,0.11,-0.09,0.06,-0.18,0.21,1.00,-0.03,0.03,0.08,0.07,-0.11,0.18,0.05,-0.07
7,0.06,-0.51,0.07,-0.05,0.12,0.13,-0.03,1.00,-0.12,-0.10,-0.00,0.24,0.17,0.04,0.15
8,-0.01,0.10,0.03,-0.03,-0.16,0.10,0.03,-0.12,1.00,-0.14,-0.12,-0.03,-0.00,0.17,-0.10
9,0.04,0.29,-0.03,0.00,-0.02,-0.14,0.08,-0.10,-0.14,1.00,0.04,-0.14,0.03,-0.13,-0.09
10,0.05,0.01,-0.04,0.13,-0.10,0.06,0.07,-0.00,-0.12,0.04,1.00,0.13,0.03,-0.06,-0.02
11,0.10,-0.22,-0.08,-0.02,0.16,0.08,-0.11,0.24,-0.03,-0.14,0.13,1.00,0.00,-0.10,-0.10
12,-0.02,-0.13,0.03,0.02,-0.07,0.14,0.18,0.17,-0.00,0.03,0.03,0.00,1.00,0.16,0.11
13,-0.04,-0.08,0.19,0.07,-0.06,-0.07,0.05,0.04,0.17,-0.13,-0.06,-0.10,0.16,1.00,0.03
14,-0.03,-0.10,0.06,0.06,0.03,-0.04,-0.07,0.15,-0.10,-0.09,-0.02,-0.10,0.11,0.03,1.00
