,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.13,0.28,0.04,0.14,0.08,0.01,0.18,0.06,0.08,0.07,0.15,0.03,-0.04,-0.00
1,-0.13,1.00,-0.10,0.12,-0.09,-0.02,0.14,-0.40,0.16,0.26,0.01,-0.16,-0.00,-0.06,-0.03
2,0.28,-0.10,1.00,0.06,0.17,0.03,-0.05,0.14,0.07,0.01,0.02,0.07,0.02,0.18,0.04
3,0.04,0.12,0.06,1.00,0.05,0.06,0.11,0.02,0.03,0.06,0.14,0.06,0.04,0.10,0.02
4,0.14,-0.09,0.17,0.05,1.00,-0.03,-0.09,0.26,-0.06,0.05,-0.03,0.27,0.00,-0.03,0.05
5,0.08,-0.02,0.03,0.06,-0.03,1.00,0.18,0.12,0.11,0.01,0.06,0.09,0.16,-0.04,-0.05
6,0.01,0.14,-0.05,0.11,-0.09,0.18,1.00,0.00,0.12,0.14,0.06,-0.05,0.18,0.03,-0.05
7,0.18,-0.40,0.14,0.02,0.26,0.12,0.00,1.00,-0.12,-0.03,-0.01,0.27,0.13,0.04,0.13
8,0.06,0.16,0.07,0.03,-0.06,0.11,0.12,-0.12,1.00,-0.03,-0.03,0.00,0.05,0.14,-0.11
9,0.08,0.26,0.01,0.06,0.05,0.01,0.14,-0.03,-0.03,1.00,0.04,-0.04,0.12,-0.06,-0.08
10,0.07,0.01,0.02,0.14,-0.03,0.06,0.06,-0.01,-0.03,0.04,1.00,0.18,-0.02,0.06,-0.04
11,0.15,-0.16,0.07,0.06,0.27,0.09,-0.05,0.27,0.00,-0.04,0.18,1.00,0.02,0.05,-0.09
12,0.03,-0.00,0.02,0.04,0.00,0.16,0.18,0.13,0.05,0.12,-0.02,0.02,1.00,0.07,0.11
13,-0.04,-0.06,0.18,0.10,-0.03,-0.04,0.03,0.04,0.14,-0.06,0.06,0.05,0.07,1.00,0.02
14,-0.00,-0.03,0.04,0.02,0.05,-0.05,-0.05,0.13,-0.11,-0.08,-0.04,-0.09,0.11,0.02,1.00
