,0,1,2
0,0.88,0.07,0.05
1,0.48,0.40,0.13
2,0.28,0.72,
3,0.03,0.81,0.17
4,0.61,0.35,0.04
5,0.53,0.35,0.12
6,0.27,0.47,0.26
7,0.60,0.28,0.12
8,0.22,0.15,0.63
9,0.95,0.04,0.01
10,0.82,0.16,0.03
11,0.85,0.14,
12,0.14,0.44,0.42
13,0.62,0.38,
14,0.66,0.34,
15,0.79,0.21,
16,0.11,0.34,0.56
17,0.46,0.38,0.17
18,0.30,0.29,0.41
19,0.78,0.22,
20,0.32,0.60,0.08
21,0.49,0.43,0.07
22,0.84,0.15,0.01
23,0.50,0.33,0.17
24,0.88,0.09,0.02
25,0.41,0.21,0.38
26,0.24,0.52,0.24
27,0.23,0.77,
28,0.49,0.18,0.33
29,0.49,0.48,0.03
30,0.68,0.25,0.07
31,0.30,0.46,0.24
32,0.51,0.33,0.16
33,0.21,0.42,0.37
34,0.64,0.10,0.26
35,0.51,0.49,
36,0.30,0.49,0.20
37,0.42,0.13,0.45
38,0.13,0.30,0.56
39,0.26,0.74,
40,0.71,0.29,
41,0.32,0.68,
42,0.26,0.36,0.38
43,0.60,0.40,
44,0.23,0.77,0.00
45,0.43,0.34,0.23
46,0.65,0.17,0.18
47,0.35,0.65,
48,0.74,0.26,0.01
49,0.30,0.67,0.03
50,0.70,0.30,
51,0.21,0.10,0.68
52,0.68,0.26,0.06
53,0.18,0.22,0.60
54,0.70,0.23,0.07
55,0.53,0.47,
56,0.04,0.08,0.87
57,0.15,0.72,0.14
58,0.52,0.48,
59,0.70,0.19,0.11
60,0.50,0.39,0.10
61,0.25,0.29,0.46
62,0.51,0.49,
63,0.71,0.25,0.04
64,0.45,0.54,0.01
65,0.18,0.70,0.12
66,0.84,0.16,
67,0.63,0.37,
68,0.27,0.59,0.15
69,0.84,0.16,
70,0.58,0.39,0.03
71,0.75,0.20,0.05
72,0.84,0.16,
73,0.71,0.28,0.01
74,0.29,0.39,0.31
75,0.91,0.09,
76,0.56,0.41,0.04
77,0.47,0.11,0.41
78,0.16,0.83,0.01
79,0.63,0.29,0.08
80,0.62,0.21,0.16
81,0.20,0.49,0.31
