,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.79,4.40,7.29,2.15,6.13,5.89,1.34,0.25
DCC_joint,,0.79,,4.67,6.19,2.37,6.39,6.16,0.81,0.65
DCC_bivariate_loop,,4.40,4.67,,7.12,0.91,1.28,1.05,4.70,4.54
SW_cross_validated,,7.29,6.19,7.12,,4.19,8.83,8.64,3.26,7.87
SW_15,,2.15,2.37,0.91,4.19,,1.98,1.79,2.59,2.23
SW_30,,6.13,6.39,1.28,8.83,1.98,,0.24,6.27,6.30
SW_60,,5.89,6.16,1.05,8.64,1.79,0.24,,6.05,6.06
SW_120,,1.34,0.81,4.70,3.26,2.59,6.27,6.05,,1.25
sFC,,0.25,0.65,4.54,7.87,2.23,6.30,6.06,1.25,
