,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.9479e-20,4.5585e-02,5.6922e-04,7.2919e-01,1.2646e-04,3.6720e-05,5.5176e-01,2.3118e-25
DCC_joint,,4.9479e-20,,4.7157e-18,5.5296e-20,4.7268e-18,2.3306e-20,1.9113e-20,6.9197e-20,2.8592e-05
DCC_bivariate_loop,,4.5585e-02,4.7157e-18,,5.3144e-01,1.7543e-01,1.9374e-05,7.9602e-06,2.0310e-02,3.1604e-21
SW_cross_validated,,5.6922e-04,5.5296e-20,5.3144e-01,,2.9912e-02,3.4200e-08,1.2159e-08,2.2312e-04,1.1996e-26
SW_15,,7.2919e-01,4.7268e-18,1.7543e-01,2.9912e-02,,1.2534e-03,5.0639e-04,4.4927e-01,6.1583e-21
SW_30,,1.2646e-04,2.3306e-20,1.9374e-05,3.4200e-08,1.2534e-03,,6.0427e-01,6.9695e-04,5.4833e-25
SW_60,,3.6720e-05,1.9113e-20,7.9602e-06,1.2159e-08,5.0639e-04,6.0427e-01,,2.0711e-04,4.2999e-25
SW_120,,5.5176e-01,6.9197e-20,2.0310e-02,2.2312e-04,4.4927e-01,6.9695e-04,2.0711e-04,,9.7024e-25
sFC,,2.3118e-25,2.8592e-05,3.1604e-21,1.1996e-26,6.1583e-21,5.4833e-25,4.2999e-25,9.7024e-25,
