,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.06,3.50,4.87,20.50,15.42,10.78,7.35,1.82
DCC_joint,,3.06,,0.98,2.33,17.33,12.14,7.61,5.18,-1.02
DCC_bivariate_loop,,3.50,0.98,,1.19,14.36,9.54,5.56,3.97,-1.80
SW_cross_validated,,4.87,2.33,1.19,,13.04,8.18,4.21,2.91,-3.10
SW_15,,20.50,17.33,14.36,13.04,,-5.64,-9.89,-8.49,-17.65
SW_30,,15.42,12.14,9.54,8.18,-5.64,,-4.43,-4.00,-12.63
SW_60,,10.78,7.61,5.56,4.21,-9.89,-4.43,,-0.52,-8.26
SW_120,,7.35,5.18,3.97,2.91,-8.49,-4.00,-0.52,,-5.78
sFC,,1.82,-1.02,-1.80,-3.10,-17.65,-12.63,-8.26,-5.78,
