,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.27,2.43,3.91,17.00,10.66,7.74,4.62,2.42
DCC_joint,,2.27,,0.10,1.00,11.56,6.79,4.35,2.48,-0.09
DCC_bivariate_loop,,2.43,0.10,,0.90,11.70,6.80,4.32,2.42,-0.20
SW_cross_validated,,3.91,1.00,0.90,,13.10,6.98,4.05,1.91,-1.22
SW_15,,17.00,11.56,11.70,13.10,,-5.17,-8.13,-6.64,-13.20
SW_30,,10.66,6.79,6.80,6.98,-5.17,,-2.77,-2.98,-7.65
SW_60,,7.74,4.35,4.32,4.05,-8.13,-2.77,,-0.97,-4.93
SW_120,,4.62,2.48,2.42,1.91,-6.64,-2.98,-0.97,,-2.71
sFC,,2.42,-0.09,-0.20,-1.22,-13.20,-7.65,-4.93,-2.71,
