,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.03,1.15,0.65,2.91,1.46,0.53,0.28,9.91
DCC_joint,,5.03,,6.32,5.12,3.30,4.81,6.12,5.76,5.23
DCC_bivariate_loop,,1.15,6.32,,0.47,3.36,0.73,0.91,1.09,25.87
SW_cross_validated,,0.65,5.12,0.47,,2.66,0.92,0.22,0.45,11.85
SW_15,,2.91,3.30,3.36,2.66,,1.98,3.48,3.31,12.77
SW_30,,1.46,4.81,0.73,0.92,1.98,,1.33,1.46,13.71
SW_60,,0.53,6.12,0.91,0.22,3.48,1.33,,0.29,16.42
SW_120,,0.28,5.76,1.09,0.45,3.31,1.46,0.29,,13.30
sFC,,9.91,5.23,25.87,11.85,12.77,13.71,16.42,13.30,
