,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-3.91,-3.06,4.65,11.84,3.03,2.15,5.61,-2.54
DCC_joint,,-3.91,,-1.45,9.37,14.71,4.66,4.20,7.43,1.48
DCC_bivariate_loop,,-3.06,-1.45,,5.89,11.68,4.61,4.05,6.79,1.88
SW_cross_validated,,4.65,9.37,5.89,,8.68,0.61,-0.78,3.11,-7.65
SW_15,,11.84,14.71,11.68,8.68,,-5.58,-7.58,-3.54,-13.79
SW_30,,3.03,4.66,4.61,0.61,-5.58,,-1.06,1.90,-4.20
SW_60,,2.15,4.20,4.05,-0.78,-7.58,-1.06,,3.18,-3.60
SW_120,,5.61,7.43,6.79,3.11,-3.54,1.90,3.18,,-6.89
sFC,,-2.54,1.48,1.88,-7.65,-13.79,-4.20,-3.60,-6.89,
