,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.40,0.12,9.96,31.74,13.59,6.09,14.26,82.54
DCC_joint,,-1.40,,2.01,13.67,39.28,18.24,9.14,18.70,131.53
DCC_bivariate_loop,,0.12,2.01,,11.90,37.39,16.38,7.34,16.94,124.44
SW_cross_validated,,9.96,13.67,11.90,,23.13,3.65,-4.40,4.71,74.71
SW_15,,31.74,39.28,37.39,23.13,,-19.97,-28.03,-18.18,36.86
SW_30,,13.59,18.24,16.38,3.65,-19.97,,-8.26,1.20,71.58
SW_60,,6.09,9.14,7.34,-4.40,-28.03,-8.26,,9.16,86.54
SW_120,,14.26,18.70,16.94,4.71,-18.18,1.20,9.16,,65.03
sFC,,82.54,131.53,124.44,74.71,36.86,71.58,86.54,65.03,
