,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.85,2.65,0.20,1.56,0.82,1.36,0.95,0.99
DCC_joint,,2.85,,0.22,2.27,4.50,2.05,5.43,3.93,3.09
DCC_bivariate_loop,,2.65,0.22,,2.10,4.30,1.85,5.13,3.73,2.77
SW_cross_validated,,0.20,2.27,2.10,,1.61,0.53,1.41,1.06,0.59
SW_15,,1.56,4.50,4.30,1.61,,2.40,0.55,0.63,2.95
SW_30,,0.82,2.05,1.85,0.53,2.40,,2.45,1.80,0.06
SW_60,,1.36,5.43,5.13,1.41,0.55,2.45,,0.21,3.73
SW_120,,0.95,3.93,3.73,1.06,0.63,1.80,0.21,,2.25
sFC,,0.99,3.09,2.77,0.59,2.95,0.06,3.73,2.25,
