,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.30,-4.06,2.63,34.77,12.25,0.44,14.47,63.40
DCC_joint,,-5.30,,1.62,9.43,51.76,23.39,7.50,24.98,112.98
DCC_bivariate_loop,,-4.06,1.62,,7.95,49.52,21.44,5.83,23.21,106.75
SW_cross_validated,,2.63,9.43,7.95,,35.97,10.70,-2.72,13.20,72.29
SW_15,,34.77,51.76,49.52,35.97,,-28.51,-42.67,-23.10,26.72
SW_30,,12.25,23.39,21.44,10.70,-28.51,,-15.04,3.54,70.98
SW_60,,0.44,7.50,5.83,-2.72,-42.67,-15.04,,17.35,91.75
SW_120,,14.47,24.98,23.21,13.20,-23.10,3.54,17.35,,56.92
sFC,,63.40,112.98,106.75,72.29,26.72,70.98,91.75,56.92,
