,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.6568e-98,3.9942e-90,5.0701e-02,2.9690e-43,4.3753e-15,3.2833e-35,1.3394e-19,7.6918e-21
DCC_joint,,2.6568e-98,,3.1642e-02,7.5501e-74,4.9058e-158,2.8001e-64,3.5557e-186,4.4187e-139,7.5394e-108
DCC_bivariate_loop,,3.9942e-90,3.1642e-02,,1.3417e-66,1.5283e-151,1.8571e-55,1.2816e-177,8.2570e-132,1.1223e-94
SW_cross_validated,,5.0701e-02,7.5501e-74,1.3417e-66,,4.1439e-45,2.2377e-07,7.3150e-37,3.9103e-23,8.3613e-09
SW_15,,2.9690e-43,4.9058e-158,1.5283e-151,4.1439e-45,,1.9381e-79,5.8061e-08,6.3657e-10,2.4369e-102
SW_30,,4.3753e-15,2.8001e-64,1.8571e-55,2.2377e-07,1.9381e-79,,2.1769e-81,1.5505e-53,5.4574e-01
SW_60,,3.2833e-35,3.5557e-186,1.2816e-177,7.3150e-37,5.8061e-08,2.1769e-81,,3.5834e-02,3.9139e-132
SW_120,,1.3394e-19,4.4187e-139,8.2570e-132,3.9103e-23,6.3657e-10,1.5505e-53,3.5834e-02,,8.2674e-73
sFC,,7.6918e-21,7.5394e-108,1.1223e-94,8.3613e-09,2.4369e-102,5.4574e-01,3.9139e-132,8.2674e-73,
