,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.06,0.86,2.60,6.59,4.04,3.28,2.64,1.38
DCC_joint,,1.06,,0.27,4.25,9.16,6.24,5.53,4.06,0.47
DCC_bivariate_loop,,0.86,0.27,,4.00,8.84,5.94,5.20,3.85,0.73
SW_cross_validated,,2.60,4.25,4.00,,3.95,1.31,0.40,0.24,4.56
SW_15,,6.59,9.16,8.84,3.95,,2.82,3.94,3.41,9.48
SW_30,,4.04,6.24,5.94,1.31,2.82,,1.03,0.95,6.59
SW_60,,3.28,5.53,5.20,0.40,3.94,1.03,,0.10,5.90
SW_120,,2.64,4.06,3.85,0.24,3.41,0.95,0.10,,4.34
sFC,,1.38,0.47,0.73,4.56,9.48,6.59,5.90,4.34,
