,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-28.52,-26.54,-1.99,15.57,-8.18,13.62,9.51,-9.93
DCC_joint,,-28.52,,2.16,22.71,44.95,20.50,54.32,39.30,30.92
DCC_bivariate_loop,,-26.54,2.16,,21.04,42.96,18.47,51.34,37.25,27.65
SW_cross_validated,,-1.99,22.71,21.04,,16.06,-5.27,14.09,10.56,-5.89
SW_15,,15.57,44.95,42.96,16.06,,-24.02,-5.53,-6.34,-29.53
SW_30,,-8.18,20.50,18.47,-5.27,-24.02,,24.48,18.03,0.60
SW_60,,13.62,54.32,51.34,14.09,-5.53,24.48,,-2.11,-37.34
SW_120,,9.51,39.30,37.25,10.56,-6.34,18.03,-2.11,,-22.47
sFC,,-9.93,30.92,27.65,-5.89,-29.53,0.60,-37.34,-22.47,
