,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,1.4048,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-0.1244,-2.0129,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-9.9581,-13.6657,-11.9031,-,0.0000,0.0106,0.0005,0.0001,0.0000
SW_15,nan,-31.7445,-39.2767,-37.3894,-23.1349,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-13.5858,-18.2363,-16.3813,-3.6537,19.9699,-,0.0000,1.,0.0000
SW_60,nan,-6.0853,-9.1356,-7.3351,4.3987,28.0291,8.2555,-,0.0000,0.0000
SW_120,nan,-14.2634,-18.6967,-16.939,-4.707,18.1797,-1.2045,-9.1573,-,0.0000
sFC,nan,-82.5392,-131.5279,-124.4396,-74.7094,-36.8572,-71.5843,-86.5356,-65.0299,-
