,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,-4.9581,-,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.1884
DCC_bivariate_loop,nan,-9.8574,-5.89,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-26.7116,-26.0019,-22.3311,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,-148.5946,-173.9557,-178.6717,-122.155,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-97.7688,-115.0892,-117.0667,-68.671,69.4079,-,0.0000,0.0000,0.0000
SW_60,nan,-56.4594,-61.3224,-59.2602,-29.3012,95.8376,37.9812,-,0.0000,0.0000
SW_120,nan,-27.9557,-26.6671,-24.1023,-9.2839,70.7525,33.8973,10.4669,-,0.0000
sFC,nan,-7.2238,-3.1759,1.7603,20.9096,151.2057,97.0378,52.3818,23.7039,-
