,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.19,0.66,0.75,7.70,4.73,2.83,1.60,1.59
DCC_joint,,0.19,,0.43,0.48,6.18,3.83,2.24,1.31,1.52
DCC_bivariate_loop,,0.66,0.43,,0.02,5.25,3.13,1.64,0.89,1.87
SW_cross_validated,,0.75,0.48,0.02,,5.80,3.41,1.78,0.92,2.08
SW_15,,7.70,6.18,5.25,5.80,,2.33,4.09,3.61,8.64
SW_30,,4.73,3.83,3.13,3.41,2.33,,1.68,1.81,5.86
SW_60,,2.83,2.24,1.64,1.78,4.09,1.68,,0.50,4.08
SW_120,,1.60,1.31,0.89,0.92,3.61,1.81,0.50,,2.64
sFC,,1.59,1.52,1.87,2.08,8.64,5.86,4.08,2.64,
