,null,constant,periodic_1,periodic_2,periodic_3,stepwise,state_transition
0,35,39,31,25,27,49,43
1,39,47,43,21,49,45,41
2,49,27,27,27,21,49,43
3,49,31,31,49,49,23,47
4,45,47,45,33,29,49,49
5,43,49,33,27,43,47,29
6,49,23,49,37,29,41,39
7,43,25,37,29,31,27,45
8,45,49,43,33,31,35,25
9,47,47,49,35,23,37,41
10,21,33,39,35,29,31,45
11,49,23,37,35,27,37,49
12,37,43,45,29,25,35,41
13,39,37,31,23,37,21,41
14,49,47,31,45,39,47,43
15,41,29,33,37,21,49,49
16,43,49,47,31,21,43,49
17,47,43,45,39,35,47,47
18,23,29,37,33,49,31,39
19,35,47,49,25,45,37,43
20,37,31,43,27,29,41,49
21,45,47,29,29,23,49,45
22,43,21,49,41,29,45,45
23,23,25,47,23,21,45,49
24,35,29,49,23,45,27,37
25,49,43,29,25,49,45,43
26,29,33,49,33,21,45,29
27,29,47,37,23,49,23,49
28,45,45,31,21,21,49,45
29,43,47,39,39,23,43,21
30,49,33,31,23,47,25,39
31,45,37,45,31,21,21,49
32,39,35,37,29,31,31,45
33,37,43,47,31,21,47,29
34,35,41,39,37,27,47,43
35,39,41,25,21,21,47,37
36,31,35,35,39,23,29,49
37,27,43,31,35,41,45,41
38,49,43,49,27,21,47,41
39,49,39,47,21,21,39,49
40,45,47,49,29,23,49,43
41,45,25,29,33,25,25,49
42,49,45,49,43,47,47,39
43,41,21,49,23,39,45,35
44,45,45,49,43,21,43,45
45,29,43,21,21,35,33,49
46,27,37,39,45,49,37,37
47,43,29,41,27,37,27,45
48,45,45,23,27,45,41,49
49,47,37,45,33,21,37,31
50,45,25,23,33,23,41,49
51,47,43,47,35,49,47,29
52,49,47,29,31,33,49,45
53,49,25,29,41,29,27,25
54,29,39,49,45,25,47,49
55,35,47,47,25,27,37,25
56,39,41,33,27,33,45,27
57,25,45,37,31,49,41,49
58,25,39,39,45,35,35,33
59,39,35,23,35,35,39,43
60,37,49,37,49,23,21,49
61,49,45,39,31,29,41,49
62,49,47,39,21,25,31,47
63,33,49,21,23,25,35,43
64,37,49,35,29,27,45,33
65,49,21,35,25,33,39,29
66,31,49,49,21,47,25,29
67,49,49,47,49,41,47,43
68,47,49,35,27,29,25,49
69,49,29,31,27,33,49,29
70,33,49,47,27,39,45,49
71,47,41,27,23,21,21,49
72,23,39,49,33,23,43,29
73,29,31,35,25,31,49,45
74,25,49,33,37,25,47,33
75,47,31,23,25,25,29,35
76,47,25,47,43,37,47,45
77,49,29,45,23,21,49,45
78,49,37,43,43,37,39,45
79,25,41,45,41,25,49,49
80,43,47,41,23,29,41,47
81,21,49,41,35,21,29,49
82,39,29,49,35,49,45,49
83,49,43,37,27,23,29,21
84,43,39,29,29,29,31,49
85,39,25,33,23,29,23,49
86,31,49,37,27,23,27,49
87,35,29,47,31,37,43,31
88,45,45,45,35,33,27,37
89,49,41,41,27,49,37,29
90,49,39,23,23,21,31,45
91,37,41,23,49,35,27,37
92,37,27,35,25,27,37,47
93,45,41,35,35,41,49,25
94,49,23,39,21,49,29,37
95,49,45,45,49,47,47,21
96,29,47,35,27,31,39,29
97,49,23,33,29,47,45,35
98,39,49,49,37,23,21,37
99,41,49,35,21,25,49,43
100,31,39,39,31,39,25,25
101,39,27,31,31,31,41,37
102,35,49,35,23,27,41,39
103,29,21,35,31,21,39,47
104,49,49,25,37,47,41,31
105,45,41,45,37,21,49,45
106,41,49,39,21,47,49,43
107,49,49,39,29,27,29,49
108,49,41,49,21,29,49,29
109,29,35,23,25,23,49,49
110,31,41,49,43,27,49,39
111,21,33,49,43,45,49,47
112,37,39,23,31,21,47,49
113,37,49,23,35,43,27,47
114,49,35,29,45,49,43,49
115,47,29,41,21,21,23,27
116,45,39,47,35,23,37,41
117,49,49,39,23,27,49,47
118,35,43,43,31,25,27,43
119,39,39,23,21,23,41,35
120,31,49,35,33,27,41,49
121,49,49,49,21,49,39,31
122,41,49,37,39,43,45,49
123,37,29,49,39,21,43,31
124,29,41,45,33,23,43,49
125,31,47,45,25,25,45,43
126,27,33,43,35,23,49,31
127,49,45,39,31,27,37,47
128,21,49,25,49,27,25,47
129,39,25,49,29,21,41,49
130,43,49,47,29,33,49,41
131,27,37,25,21,35,37,35
132,49,45,39,29,29,23,47
133,35,47,49,43,25,49,47
134,49,37,29,23,21,25,43
135,41,49,47,27,31,37,25
136,49,45,39,41,49,23,47
137,49,27,21,21,29,41,45
138,31,45,35,33,21,29,31
139,39,49,41,33,43,29,31
140,49,47,33,29,29,45,49
141,21,39,27,21,37,23,49
142,29,49,49,27,25,47,33
143,47,49,29,23,23,49,41
144,45,43,49,25,47,25,45
145,49,25,49,25,41,49,49
146,41,49,29,37,25,33,45
147,49,49,37,39,23,49,45
148,27,37,23,29,25,39,35
149,33,21,49,43,27,31,49
150,49,35,27,37,29,21,21
151,35,21,43,23,27,29,37
152,45,49,45,37,43,49,31
153,31,37,47,27,39,37,45
154,37,25,49,41,21,37,49
155,43,39,49,31,23,37,29
156,47,43,41,45,25,49,39
157,49,45,21,27,43,49,49
158,23,49,33,43,21,45,41
159,49,47,33,37,35,39,49
160,49,27,49,37,23,23,33
161,49,49,47,33,37,49,31
162,39,49,43,35,37,43,49
163,47,39,21,21,47,47,49
164,29,31,49,21,21,33,49
165,31,25,31,47,21,23,39
166,47,47,41,47,21,37,47
167,39,45,41,33,41,43,37
168,31,41,39,35,23,49,49
169,27,25,41,21,23,43,49
170,25,35,35,21,27,43,41
171,39,47,37,39,27,43,49
172,21,49,49,27,35,21,33
173,43,31,29,31,45,25,37
174,49,49,41,31,45,31,49
175,41,49,31,27,21,31,41
176,45,49,45,41,23,21,37
177,47,39,27,31,27,45,47
178,49,43,31,31,43,49,47
179,23,33,35,37,37,41,49
180,39,47,49,37,25,21,41
181,33,49,35,23,41,23,47
182,35,41,45,43,23,25,47
183,39,21,29,41,27,47,35
184,43,37,33,35,49,39,21
185,39,21,29,23,27,37,43
186,35,43,41,27,25,49,23
187,39,27,37,23,49,37,35
188,41,49,29,49,43,21,35
189,41,47,49,49,37,49,31
190,41,33,45,35,25,41,49
191,31,29,43,31,41,33,37
192,49,41,47,47,21,47,49
193,43,35,41,29,47,29,23
194,49,31,43,33,33,43,25
195,31,29,27,21,49,37,45
196,47,33,27,39,49,37,45
197,49,45,45,33,29,47,29
198,45,41,25,39,23,39,31
199,29,37,39,25,25,41,47
