,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-7.63,17.59,49.77,14.57,25.72,14.05,4.65
DCC_bivariate_loop,,,-7.63,,21.84,50.48,19.14,29.09,18.24,11.69
SW_cross_validated,,,17.59,21.84,,25.87,-2.50,3.97,-0.61,-14.72
SW_15,,,49.77,50.48,25.87,,-28.42,-24.81,-23.26,-47.76
SW_30,,,14.57,19.14,-2.50,-28.42,,6.74,1.60,-11.62
SW_60,,,25.72,29.09,3.97,-24.81,6.74,,-4.06,-22.73
SW_120,,,14.05,18.24,-0.61,-23.26,1.60,-4.06,,-11.53
sFC,,,4.65,11.69,-14.72,-47.76,-11.62,-22.73,-11.53,
