,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.41,0.63,1.97,7.06,4.23,2.65,1.70,0.14
DCC_joint,,0.41,,0.23,1.60,6.74,3.87,2.26,1.37,0.29
DCC_bivariate_loop,,0.63,0.23,,1.37,6.42,3.59,2.00,1.17,0.52
SW_cross_validated,,1.97,1.60,1.37,,4.64,1.98,0.47,0.06,1.91
SW_15,,7.06,6.74,6.42,4.64,,2.93,4.62,4.17,7.27
SW_30,,4.23,3.87,3.59,1.98,2.93,,1.67,1.83,4.29
SW_60,,2.65,2.26,2.00,0.47,4.62,1.67,,0.49,2.63
SW_120,,1.70,1.37,1.17,0.06,4.17,1.83,0.49,,1.64
sFC,,0.14,0.29,0.52,1.91,7.27,4.29,2.63,1.64,
