,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.15,0.83,1.53,4.52,1.25,2.22,1.24,0.26
DCC_joint,,0.15,,0.76,1.76,4.98,1.46,2.57,1.41,0.46
DCC_bivariate_loop,,0.83,0.76,,2.18,5.05,1.91,2.91,1.82,1.17
SW_cross_validated,,1.53,1.76,2.18,,2.59,0.25,0.40,0.06,1.47
SW_15,,4.52,4.98,5.05,2.59,,2.84,2.48,2.33,4.78
SW_30,,1.25,1.46,1.91,0.25,2.84,,0.67,0.16,1.16
SW_60,,2.22,2.57,2.91,0.40,2.48,0.67,,0.41,2.27
SW_120,,1.24,1.41,1.82,0.06,2.33,0.16,0.41,,1.15
sFC,,0.26,0.46,1.17,1.47,4.78,1.16,2.27,1.15,
