,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.6424,0.0019,0.6849,0.6769,0.6215,0.0307,0.0000,0.0000
SVWP,0.6424,,0.0046,0.3118,0.3016,0.2668,0.0842,0.0000,0.0000
DCC_joint,0.0019,0.0046,,0.0000,0.0000,0.0000,0.0233,0.0371,0.0000
SW_cross_validated,0.6849,0.3118,0.0000,,0.9939,0.8942,0.0001,0.0000,0.0000
SW_15,0.6769,0.3016,0.0000,0.9939,,0.8960,0.0001,0.0000,0.0000
SW_30,0.6215,0.2668,0.0000,0.8942,0.8960,,0.0001,0.0000,0.0000
SW_60,0.0307,0.0842,0.0233,0.0001,0.0001,0.0001,,0.0000,0.0000
SW_120,0.0000,0.0000,0.0371,0.0000,0.0000,0.0000,0.0000,,0.0000
sFC,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
