,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.8523,0.5830,0.0697,0.0000,0.0026,0.0518,0.1918,0.0837
SVWP,0.8523,,0.5122,0.1049,0.0000,0.0064,0.0921,0.2977,0.1097
DCC_joint,0.5830,0.5122,,0.0384,0.0000,0.0012,0.0248,0.0932,0.3107
SW_cross_validated,0.0697,0.1049,0.0384,,0.0058,0.4424,0.8388,0.4012,0.0088
SW_15,0.0000,0.0000,0.0000,0.0058,,0.0140,0.0012,0.0001,0.0000
SW_30,0.0026,0.0064,0.0012,0.4424,0.0140,,0.2651,0.0616,0.0001
SW_60,0.0518,0.0921,0.0248,0.8388,0.0012,0.2651,,0.4576,0.0030
SW_120,0.1918,0.2977,0.0932,0.4012,0.0001,0.0616,0.4576,,0.0108
sFC,0.0837,0.1097,0.3107,0.0088,0.0000,0.0001,0.0030,0.0108,
