,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,1.,0.9600,1.,1.,0.0228,0.0314,0.0157
SVWP,-0.7022,-,1.,0.1580,0.4757,0.1613,0.2364,0.3518,0.1825
DCC_joint,-0.1992,0.756,-,0.0007,0.0471,0.0003,0.0000,0.0000,0.0000
SW_cross_validated,2.4137,3.2558,5.7704,-,1.,1.,0.0000,0.0000,0.0000
SW_15,1.9484,2.7485,3.8008,-0.4689,-,1.,0.0000,0.0000,0.0000
SW_30,2.3892,3.2465,6.231,-0.1388,0.3805,-,0.0000,0.0000,0.0000
SW_60,-4.1273,-3.0721,-10.3609,-13.3986,-9.7801,-14.529,-,1.,1.
SW_120,-3.9834,-2.8891,-13.7501,-15.3277,-10.285,-17.3914,0.9491,-,1.
sFC,-4.2934,-3.1902,-14.7837,-16.0091,-10.7841,-18.1579,-0.0206,-1.9811,-
