,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.70,0.20,-2.41,-1.95,-2.39,4.13,3.98,4.29
SVWP,0.70,,-0.76,-3.26,-2.75,-3.25,3.07,2.89,3.19
DCC_joint,0.20,-0.76,,-5.77,-3.80,-6.23,10.36,13.75,14.78
SW_cross_validated,-2.41,-3.26,-5.77,,0.47,0.14,13.40,15.33,16.01
SW_15,-1.95,-2.75,-3.80,0.47,,-0.38,9.78,10.28,10.78
SW_30,-2.39,-3.25,-6.23,0.14,-0.38,,14.53,17.39,18.16
SW_60,4.13,3.07,10.36,13.40,9.78,14.53,,-0.95,0.02
SW_120,3.98,2.89,13.75,15.33,10.28,17.39,-0.95,,1.98
sFC,4.29,3.19,14.78,16.01,10.78,18.16,0.02,1.98,
