,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.08,0.25,0.86,3.00,1.56,0.93,0.61,0.82
SVWP,0.08,,0.30,0.76,2.72,1.38,0.80,0.48,0.75
DCC_joint,0.25,0.30,,1.00,3.13,1.72,1.09,0.79,0.47
SW_cross_validated,0.86,0.76,1.00,,1.40,0.35,0.09,0.38,1.31
SW_15,3.00,2.72,3.13,1.40,,1.22,1.72,2.17,3.79
SW_30,1.56,1.38,1.72,0.35,1.22,,0.51,0.89,2.24
SW_60,0.93,0.80,1.09,0.09,1.72,0.51,,0.34,1.54
SW_120,0.61,0.48,0.79,0.38,2.17,0.89,0.34,,1.27
sFC,0.82,0.75,0.47,1.31,3.79,2.24,1.54,1.27,
