,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.02,-14.79,10.94,-13.12,-19.23,-13.97,1.69,2.49
DCC_joint,,-0.02,,-17.00,15.82,-14.03,-21.37,-15.02,2.13,4.58
DCC_bivariate_loop,,-14.79,-17.00,,24.58,-2.24,-5.47,-2.70,15.96,19.41
SW_cross_validated,,10.94,15.82,24.58,,-19.45,-27.85,-20.60,-8.65,-14.57
SW_15,,-13.12,-14.03,-2.24,-19.45,,-2.27,-0.34,14.02,15.43
SW_30,,-19.23,-21.37,-5.47,-27.85,-2.27,,1.94,20.24,23.43
SW_60,,-13.97,-15.02,-2.70,-20.60,-0.34,1.94,,14.89,16.50
SW_120,,1.69,2.13,15.96,-8.65,14.02,20.24,14.89,,0.13
sFC,,2.49,4.58,19.41,-14.57,15.43,23.43,16.50,0.13,
