,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.30,4.85,3.38,3.93,2.19,1.59,3.63,42.61
DCC_joint,,9.30,,6.28,6.53,6.77,8.42,8.81,6.51,8.24
DCC_bivariate_loop,,4.85,6.28,,0.82,0.82,3.24,3.92,0.70,30.83
SW_cross_validated,,3.38,6.53,0.82,,0.09,1.86,2.41,0.13,26.13
SW_15,,3.93,6.77,0.82,0.09,,2.26,2.92,0.05,31.54
SW_30,,2.19,8.42,3.24,1.86,2.26,,0.76,2.09,48.17
SW_60,,1.59,8.81,3.92,2.41,2.92,0.76,,2.66,52.47
SW_120,,3.63,6.51,0.70,0.13,0.05,2.09,2.66,,27.14
sFC,,42.61,8.24,30.83,26.13,31.54,48.17,52.47,27.14,
