,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0042,0.0843,0.0000,0.0000
DCC_joint,nan,-20.7569,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,-10.7951,14.0513,-,1.,1.,0.0000,0.0000,1.,0.0000
SW_cross_validated,nan,-7.5318,14.599,1.8324,-,1.,0.0209,0.0014,1.,0.0000
SW_15,nan,-8.7645,15.1437,1.8286,-0.1957,-,0.0029,0.0001,1.,0.0000
SW_30,nan,-4.8902,18.8259,7.2425,4.1665,5.0643,-,1.,0.0068,0.0000
SW_60,nan,-3.5397,19.7057,8.7669,5.3941,6.523,1.6891,-,0.0004,0.0000
SW_120,nan,-8.1011,14.5646,1.5637,-0.2891,-0.1168,-4.6732,-5.9574,-,0.0000
sFC,nan,-94.1588,-18.4208,-68.9329,-58.4251,-70.5308,-107.7224,-117.3365,-60.687,-
