,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.65,-4.08,1.12,5.34,-2.78,-0.97,2.57,-0.35
DCC_joint,,-0.65,,-3.34,1.56,5.43,-2.01,-0.45,2.81,0.29
DCC_bivariate_loop,,-4.08,-3.34,,4.69,7.20,1.48,2.50,5.21,3.66
SW_cross_validated,,1.12,1.56,4.69,,4.75,-3.52,-1.66,1.82,-1.33
SW_15,,5.34,5.43,7.20,4.75,,-6.48,-5.23,-2.93,-5.36
SW_30,,-2.78,-2.01,1.48,-3.52,-6.48,,1.24,4.23,2.33
SW_60,,-0.97,-0.45,2.50,-1.66,-5.23,1.24,,2.78,0.68
SW_120,,2.57,2.81,5.21,1.82,-2.93,4.23,2.78,,-2.67
sFC,,-0.35,0.29,3.66,-1.33,-5.36,2.33,0.68,-2.67,
